epoch,cgan,klcgan,pearson,rklcgan,epoch,wcgan
20,-1.31834149360657,-1.27817118167877,-1.24321532249451,-1.2882878780365,100,-1.56500744819641
40,-1.12431383132935,-1.12809801101685,-1.09971725940704,-1.12026464939117,200,-1.55902576446533
60,-0.935220718383789,-0.980895698070526,-0.98071426153183,-1.02279460430145,300,-1.5550639629364
80,-0.927052915096283,-0.952351868152618,-0.903944849967957,-0.99244499206543,400,-1.55218029022217
100,-0.961641848087311,-0.851566910743713,-0.910301268100739,-0.935955405235291,500,-1.54538905620575
120,-0.881362795829773,-0.793012201786041,-0.837981462478638,-0.906231105327606,600,-1.53131783008575
140,-0.85318797826767,-0.743701875209808,-0.738758444786072,-0.946137964725494,700,-1.50524508953094
160,-0.903031647205353,-0.791030824184418,-0.729824244976044,-0.890420496463776,800,-1.46964728832245
180,-0.883087575435638,-0.873844981193543,-0.78269237279892,-0.876041829586029,900,-1.43992400169373
200,-0.850261569023132,-0.833501935005188,-0.671183049678803,-0.877678632736206,1000,-1.4121116399765
220,-0.733618259429932,-0.726291656494141,-0.664104223251343,-0.925172984600067,1100,-1.37527084350586
240,-0.679587662220001,-0.685453832149506,-0.693657875061035,-0.830386579036713,1200,-1.29463243484497
260,-0.69188117980957,-0.724680840969086,-0.662827610969543,-0.844831705093384,1300,-1.17522776126862
280,-0.671169340610504,-0.672860085964203,-0.657263398170471,-0.826711237430573,1400,-1.11024332046509
300,-0.766037285327911,-0.661494851112366,-0.825434923171997,-0.787045061588287,1500,-1.10695850849152
320,-0.682906270027161,-0.644088804721832,-0.59407114982605,-0.792556285858154,1600,-1.09920430183411
340,-0.713348090648651,-0.814942359924316,-0.673445105552673,-0.836332380771637,1700,-1.09318554401398
360,-0.684658765792847,-0.594511330127716,-0.629625678062439,-0.836674332618713,1800,-1.09282863140106
380,-0.799391090869904,-0.583770453929901,-0.618237555027008,-0.787414729595184,1900,-1.0844247341156
400,-0.721408665180206,-0.801856696605682,-0.633694767951965,-0.857846915721893,2000,-1.08333516120911
420,-0.639497637748718,-0.81257289648056,-0.705592393875122,-0.80183881521225,2100,-1.07583904266357
440,-0.699116766452789,-0.602222144603729,-0.584787905216217,-0.80338329076767,2200,-1.07378005981445
460,-0.562770128250122,-0.548173308372498,-0.562663078308106,-0.780693590641022,2300,-1.06899535655975
480,-0.63522332906723,-0.544341742992401,-0.606088876724243,-0.863124847412109,2400,-1.07102596759796
500,-0.523436188697815,-0.702402830123901,-0.568580627441406,-0.834570050239563,2500,-1.06060290336609
520,-0.581849098205566,-0.627925634384155,-0.572261869907379,-0.810785293579102,2600,-1.06497919559479
540,-0.812740564346314,-0.543856799602509,-0.545043289661408,-0.776363790035248,2700,-1.06121015548706
560,-0.639278471469879,-0.585830330848694,-0.59784334897995,-0.866112291812897,2800,-1.05379259586334
580,-0.684256911277771,-0.602152168750763,-0.573876738548279,-0.908967435359955,2900,-1.05005621910095
600,-0.636488378047943,-0.566174209117889,-0.64969664812088,-0.801863372325897,3000,-1.0361168384552
620,-0.576798975467682,-0.562584042549133,-0.557982683181763,-0.805749654769897,3100,-1.04370844364166
640,-0.557502686977387,-0.627207517623901,-0.555747926235199,-0.849370360374451,3200,-1.04261362552643
660,-0.55581259727478,-0.54010272026062,-0.552321553230286,-0.791574954986572,3300,-1.02793395519257
