,epoch,discriminator,wasserstein distance,generator
254,25500,-25.27638816833496,0.13443778,46.064239501953125
255,25600,-22.176822662353516,0.13320655,46.27769470214844
256,25700,-18.440282821655273,0.12974101,45.06117248535156
257,25800,-22.643518447875977,0.13121256,45.71632766723633
258,25900,-21.029733657836914,0.13064067,45.51789474487305
259,26000,-23.447509765625,0.12952138,46.475467681884766
260,26100,-26.087980270385742,0.13227612,45.587257385253906
261,26200,-24.841501235961914,0.12791374,46.068660736083984
262,26300,-20.938562393188477,0.13280697,46.10602569580078
263,26400,-21.56947135925293,0.12593108,47.183685302734375
264,26500,-23.789623260498047,0.13482301,46.71831130981445
265,26600,-22.558088302612305,0.12783769,45.978302001953125
266,26700,-23.46419906616211,0.13080429,46.34361267089844
267,26800,-20.4692440032959,0.13010538,46.97920227050781
268,26900,-23.15224838256836,0.13081726,47.32950210571289
269,27000,-18.96587371826172,0.13339347,46.7629508972168
270,27100,-21.583017349243164,0.12730372,46.95206069946289
271,27200,-26.263574600219727,0.12925218,47.39475631713867
272,27300,-23.533681869506836,0.13092948,46.980308532714844
273,27400,-21.73716163635254,0.13001011,47.80397033691406
274,27500,-22.247821807861328,0.13367307,47.27043533325195
275,27600,-20.464632034301758,0.13046235,47.84490203857422
276,27700,-23.19463539123535,0.12579805,48.101131439208984
277,27800,-22.570514678955078,0.1291264,47.92561340332031
278,27900,-22.390226364135742,0.12842135,47.627925872802734
279,28000,-20.86917495727539,0.13061497,47.466922760009766
280,28100,-22.56243896484375,0.12913907,47.983245849609375
281,28200,-18.421058654785156,0.12708488,48.11160659790039
282,28300,-23.043127059936523,0.1239588,48.63593673706055
283,28400,-21.818222045898438,0.12904544,48.015968322753906
284,28500,-19.647512435913086,0.13335885,47.76935577392578
285,28600,-24.111799240112305,0.12992574,48.863895416259766
286,28700,-21.054468154907227,0.12563519,49.237945556640625
287,28800,-20.876850128173828,0.1255692,48.587955474853516
288,28900,-21.074920654296875,0.13419399,48.909339904785156
289,29000,-23.906492233276367,0.12452693,49.389488220214844
290,29100,-23.120656967163086,0.1299219,49.074851989746094
291,29200,-22.66146469116211,0.12876147,49.20109939575195
292,29300,-22.649398803710938,0.1308624,49.18035125732422
293,29400,-20.99840545654297,0.12760764,49.131446838378906
294,29500,-23.00700569152832,0.12582074,49.422245025634766
295,29600,-22.512863159179688,0.13045166,49.43367004394531
296,29700,-25.15407371520996,0.12889895,48.99586868286133
297,29800,-22.725194931030273,0.12658043,49.51618957519531
298,29900,-20.19253921508789,0.12628026,49.447017669677734
299,30000,-21.816797256469727,0.12472748,49.37386703491211
300,30100,-22.866451263427734,0.12173356,50.195648193359375
301,30200,-22.562053680419922,0.1250407,50.16667938232422
302,30300,-22.232471466064453,0.12911917,50.02568054199219
303,30400,-20.16274070739746,0.12510991,50.694801330566406
304,30500,-20.457338333129883,0.12570278,50.07936477661133
305,30600,-22.524599075317383,0.1252189,50.609344482421875
306,30700,-21.14540672302246,0.12144313,49.80827331542969
307,30800,-22.751909255981445,0.12635456,49.8787956237793
308,30900,-20.783987045288086,0.12791076,51.499752044677734
309,31000,-21.43255615234375,0.12838158,50.87638854980469
310,31100,-21.114206314086914,0.1285386,50.80843734741211
311,31200,-21.99919319152832,0.124683686,51.34471130371094
312,31300,-23.895557403564453,0.11851012,51.772315979003906
313,31400,-20.055940628051758,0.12334425,51.23103332519531
314,31500,-21.02164077758789,0.13133137,51.4463996887207
315,31600,-19.241952896118164,0.12949114,50.555355072021484
316,31700,-22.12662124633789,0.12535839,50.644405364990234
317,31800,-20.517986297607422,0.1288825,51.1990852355957
318,31900,-21.697582244873047,0.123764984,50.785804748535156
319,32000,-22.84193992614746,0.12591039,51.37533187866211
320,32100,-21.41571617126465,0.12783189,51.08065414428711
321,32200,-22.177160263061523,0.121919185,51.1385498046875
322,32300,-18.92340087890625,0.12841788,51.208168029785156
323,32400,-22.80220603942871,0.13180454,50.972801208496094
324,32500,-20.523595809936523,0.123713866,51.515445709228516
325,32600,-19.910978317260742,0.1282508,51.877166748046875
326,32700,-20.0782413482666,0.12698299,51.52387619018555
327,32800,-21.037315368652344,0.123522274,52.240779876708984
328,32900,-24.347705841064453,0.12731837,51.90790939331055
329,33000,-20.077253341674805,0.13147743,52.25627136230469
330,33100,-19.750900268554688,0.12424666,52.365230560302734
331,33200,-19.643903732299805,0.12064427,52.39006423950195
332,33300,-20.2458553314209,0.12480452,52.02743148803711
333,33400,-20.026386260986328,0.1258499,52.72919464111328
334,33500,-21.62628173828125,0.12476973,51.57887268066406
335,33600,-21.478084564208984,0.12729642,52.58258819580078
336,33700,-22.07668113708496,0.1253703,53.09212875366211
337,33800,-24.642236709594727,0.12441225,53.3621826171875
338,33900,-22.628589630126953,0.12365257,53.771724700927734
339,34000,-23.32469367980957,0.12674288,53.38563919067383
340,34100,-20.15421485900879,0.13816985,53.647377014160156
341,34200,-21.57701301574707,0.13149294,53.880516052246094
342,34300,-20.16522216796875,0.12810373,53.208309173583984
343,34400,-22.814767837524414,0.12919933,54.6480598449707
344,34500,-22.685352325439453,0.12772702,55.01094055175781
345,34600,-21.957311630249023,0.13282253,54.5677490234375
346,34700,-21.15472984313965,0.12971959,54.597171783447266
347,34800,-21.564455032348633,0.12786436,54.757530212402344
348,34900,-20.796236038208008,0.12647665,53.780723571777344
349,35000,-20.14785385131836,0.12594752,54.967647552490234
350,35100,-21.325397491455078,0.12349725,54.9885139465332
351,35200,-19.399099349975586,0.12151445,54.71585464477539
352,35300,-21.80096435546875,0.12681149,56.50470733642578
353,35400,-22.256940841674805,0.12383726,56.046363830566406
354,35500,-23.30022621154785,0.123283245,55.845436096191406
355,35600,-20.174476623535156,0.12082712,55.691619873046875
356,35700,-22.00495147705078,0.13123293,56.892574310302734
357,35800,-23.31482696533203,0.12740181,56.982383728027344
358,35900,-21.79128646850586,0.12658168,57.067195892333984
359,36000,-23.162025451660156,0.13457337,57.782745361328125
360,36100,-19.95477867126465,0.121069744,57.101837158203125
361,36200,-20.387453079223633,0.12822479,57.77724075317383
362,36300,-21.31083106994629,0.12182817,57.647666931152344
363,36400,-22.8482608795166,0.12502465,58.2613639831543
364,36500,-21.611202239990234,0.124040745,59.1261100769043
365,36600,-19.342830657958984,0.12727582,58.80311584472656
366,36700,-22.85521697998047,0.13484146,58.709861755371094
367,36800,-21.77581214904785,0.12908511,59.387489318847656
368,36900,-22.535213470458984,0.120237805,59.1765251159668
369,37000,-23.6297550201416,0.12286511,59.204498291015625
370,37100,-21.53898811340332,0.12223554,59.109317779541016
371,37200,-19.877254486083984,0.1269313,60.250064849853516
372,37300,-20.625972747802734,0.118858874,60.34756851196289
373,37400,-20.032499313354492,0.12299088,59.95328140258789
374,37500,-22.054136276245117,0.12417286,59.55467224121094
375,37600,-23.274030685424805,0.12535448,59.82924270629883
376,37700,-23.264720916748047,0.12901777,60.109737396240234
377,37800,-21.49516487121582,0.12801073,60.479610443115234
378,37900,-22.09758758544922,0.13005564,60.6022834777832
379,38000,-22.086244583129883,0.12447455,61.44729995727539
380,38100,-21.525659561157227,0.12633687,60.970603942871094
381,38200,-20.305103302001953,0.12568732,60.74666976928711
382,38300,-20.080163955688477,0.13358966,61.44990158081055
383,38400,-19.53070640563965,0.1257913,62.761837005615234
384,38500,-22.202417373657227,0.12229544,61.92865753173828
385,38600,-20.501008987426758,0.12455065,61.462345123291016
386,38700,-21.961688995361328,0.12572229,62.261070251464844
387,38800,-19.6749324798584,0.13207461,61.470733642578125
388,38900,-23.451068878173828,0.123986304,62.19941711425781
389,39000,-22.310014724731445,0.13079765,61.85984420776367
390,39100,-22.52297592163086,0.13402413,62.436527252197266
391,39200,-20.78982162475586,0.12961654,62.65787124633789
392,39300,-26.014095306396484,0.12786849,62.68621063232422
393,39400,-19.76219367980957,0.13200785,62.68889617919922
394,39500,-21.338598251342773,0.13000835,63.92569351196289
395,39600,-21.33272933959961,0.12498535,62.598384857177734
396,39700,-18.095922470092773,0.12576509,63.74958038330078
397,39800,-20.41265869140625,0.12042084,63.558536529541016
398,39900,-19.51009750366211,0.12808229,65.00215911865234
399,40000,-21.634227752685547,0.12718798,64.56175994873047
400,40100,-23.550447463989258,0.12681727,64.30230712890625
401,40200,-22.500398635864258,0.12432537,64.11811065673828
402,40300,-19.2954158782959,0.124822386,64.63550567626953
403,40400,-20.597610473632812,0.1288664,64.02799987792969
404,40500,-20.261455535888672,0.13026631,65.4965591430664
405,40600,-20.094633102416992,0.119780496,65.1521224975586
406,40700,-20.36320686340332,0.12985803,64.16970825195312
407,40800,-22.147079467773438,0.12996091,65.3366928100586
408,40900,-21.885021209716797,0.12570386,64.9963607788086
409,41000,-19.714906692504883,0.12671696,64.9218978881836
410,41100,-22.804279327392578,0.12755513,65.95217895507812
411,41200,-20.73042869567871,0.12727186,66.6578598022461
412,41300,-16.800500869750977,0.12846223,65.8566665649414
413,41400,-21.377918243408203,0.13313696,67.23136901855469
414,41500,-23.531585693359375,0.13378103,66.66642761230469
415,41600,-18.943302154541016,0.13500525,66.20800018310547
416,41700,-17.80957794189453,0.1300738,66.73275756835938
417,41800,-21.850189208984375,0.12541206,66.0465087890625
418,41900,-18.322092056274414,0.13339618,67.74527740478516
419,42000,-21.57818031311035,0.13637474,67.31998443603516
420,42100,-21.001693725585938,0.12952523,67.47039031982422
421,42200,-23.288637161254883,0.12666473,67.22563171386719
422,42300,-22.11928367614746,0.12522301,68.3890151977539
423,42400,-20.65180778503418,0.13266583,67.52518463134766
424,42500,-20.798480987548828,0.11737938,67.64215087890625
425,42600,-19.281606674194336,0.13013627,67.53961181640625
426,42700,-21.596736907958984,0.12742418,67.7056655883789
427,42800,-17.502376556396484,0.12762041,68.45492553710938
428,42900,-20.019445419311523,0.13191447,68.65010070800781
429,43000,-20.85794448852539,0.12697214,67.90607452392578
430,43100,-19.581636428833008,0.12559825,68.95158386230469
431,43200,-19.177522659301758,0.12514095,69.33392333984375
432,43300,-21.383861541748047,0.13018154,69.06901550292969
433,43400,-18.144901275634766,0.12423438,68.62020874023438
434,43500,-18.930810928344727,0.13123156,68.855712890625
435,43600,-21.462114334106445,0.12747784,68.41343688964844
436,43700,-22.503637313842773,0.13186683,68.30323791503906
437,43800,-17.39293670654297,0.13039294,68.96539306640625
438,43900,-21.781574249267578,0.12232151,69.44937133789062
439,44000,-22.7255916595459,0.13103494,69.39779663085938
440,44100,-20.553831100463867,0.12340991,69.84192657470703
441,44200,-18.796142578125,0.1361793,70.57614135742188
442,44300,-22.774887084960938,0.12894195,69.97350311279297
443,44400,-20.396230697631836,0.12871785,69.69938659667969
444,44500,-20.036117553710938,0.12947345,70.72689819335938
445,44600,-19.135726928710938,0.12723905,71.74462890625
446,44700,-21.127286911010742,0.12575215,70.94327545166016
447,44800,-21.616941452026367,0.1314771,70.49473571777344
448,44900,-21.25160026550293,0.124848634,71.90301513671875
449,45000,-16.867334365844727,0.13149573,71.53955841064453
450,45100,-21.352867126464844,0.12975007,71.8870620727539
451,45200,-23.82053565979004,0.12777118,71.4565200805664
452,45300,-19.274099349975586,0.13574097,73.06129455566406
453,45400,-19.338220596313477,0.12846129,72.89410400390625
454,45500,-20.019874572753906,0.13382787,72.19808959960938
455,45600,-19.547651290893555,0.12847814,72.54790496826172
456,45700,-22.474605560302734,0.12746386,71.45967102050781
457,45800,-19.723482131958008,0.12273743,72.4449234008789
458,45900,-22.201061248779297,0.12897082,73.37098693847656
459,46000,-19.95439910888672,0.12845345,72.9487533569336
460,46100,-15.961639404296875,0.12871897,71.72003173828125
461,46200,-24.60911750793457,0.12538989,72.09872436523438
462,46300,-21.041128158569336,0.13584416,72.87617492675781
463,46400,-21.723596572875977,0.12600556,73.20730590820312
464,46500,-21.116037368774414,0.12816708,73.67511749267578
465,46600,-21.08515739440918,0.12814456,73.03292846679688
466,46700,-19.211366653442383,0.12306015,73.612060546875
467,46800,-17.679536819458008,0.128573,73.64897155761719
468,46900,-20.624731063842773,0.13011318,75.42137908935547
469,47000,-20.080263137817383,0.12840426,74.34211730957031
470,47100,-19.63705825805664,0.1320115,74.06180572509766
471,47200,-21.433496475219727,0.1331729,74.55197143554688
472,47300,-17.240816116333008,0.13197488,74.1518325805664
473,47400,-21.038379669189453,0.12645222,75.93714141845703
474,47500,-20.96251678466797,0.12143118,75.71485137939453
475,47600,-20.176828384399414,0.13055973,75.36506652832031
476,47700,-20.344825744628906,0.12825951,76.85221862792969
477,47800,-19.692672729492188,0.13001737,75.91131591796875
478,47900,-16.720775604248047,0.12658095,76.3728256225586
479,48000,-21.667301177978516,0.12731439,76.90078735351562
480,48100,-19.39252281188965,0.12640801,77.08946990966797
481,48200,-19.721481323242188,0.1318145,75.80416870117188
482,48300,-21.628597259521484,0.123840846,76.2217788696289
483,48400,-21.249065399169922,0.13081409,76.72117614746094
484,48500,-21.840059280395508,0.13284168,77.20484924316406
485,48600,-19.739248275756836,0.12989178,76.7223892211914
486,48700,-19.187515258789062,0.12369425,76.44583892822266
487,48800,-17.931079864501953,0.12949592,75.82859802246094
488,48900,-20.9805850982666,0.13045818,76.69237518310547
489,49000,-20.07000732421875,0.12995006,76.46430969238281
490,49100,-20.3153018951416,0.13088286,76.76924896240234
491,49200,-19.065431594848633,0.1254244,76.39612579345703
492,49300,-18.728145599365234,0.13544333,78.06069946289062
493,49400,-17.392404556274414,0.12718828,76.81217193603516
494,49500,-18.545276641845703,0.12776114,77.3379898071289
495,49600,-19.408376693725586,0.12974031,79.47430419921875
496,49700,-20.11974334716797,0.12854406,79.1765365600586
