-7.698046469832799943e-01,3.583830726829635993e-01,-1.038175783105129701e-01,-9.621135830646423415e-01
2.011732720496368199e+00,-7.044329452193347496e-01,-4.831855442153643598e-01,1.811391230190116941e+00
-1.296489609407038612e+00,3.305391179754839648e+00,4.598723702204582153e+00,6.870524887524754876e-01
-1.303158651935736767e+00,-1.431807514440490481e+00,1.515015536749639402e+00,2.401500396224653056e+00
6.354452450814936926e-01,4.712867605406745874e-01,-8.542296054224119972e-01,-9.558753993363870993e-01
-4.538533609756151832e-01,-2.147609020001425006e-01,-9.636989156078050733e-01,-1.280390562071473060e+00
2.973223084911372771e-01,-1.443671064486666600e+00,-8.591248729941313167e-01,-8.654921419619677758e-01
-1.116287118512769183e+00,3.257944059650912383e-01,1.393898669682660740e+00,1.905537232803149683e+00
-5.096255398095198563e-01,-8.753629178278911072e-01,5.589026093566664688e-01,1.732153792366585704e-02
-7.369600030528880019e-01,8.672576816868565741e-02,-3.419748885629229629e-01,-9.938454975908959099e-01
-9.581587970607262639e-01,-1.348057654576279241e+00,1.580157961785463527e+00,7.616096859854282197e-01
-1.097894325026421480e+00,1.579109113187508739e-01,2.167712916604962015e+00,2.425225026569230558e+00
-8.120918234815633907e-01,-3.839584621454421587e-01,-8.387707207261182463e-01,-1.233129052543071369e+00
7.340082727410380814e-01,2.964668604045048173e-01,-8.230023174293492616e-01,-8.335623316557910778e-01
-1.104330377752898773e+00,1.926308621980839408e+00,1.290118923822440200e+00,5.363715833920913445e-01
-9.911912578963131271e-01,-9.977178965534495569e-01,8.745898092744073260e-01,1.810400842817143197e+00
-4.790671517851987637e-01,-7.037502933164561103e-01,-8.737657975947321631e-02,-5.815282017050694696e-01
-6.475146623227938658e-01,1.576885976337717876e+00,-6.202265234040587050e-01,-1.076549429666051827e+00
-2.314519648561934317e-01,-1.013223627185294351e+00,-1.668346259786609997e-01,-5.248683838709266025e-01
1.880972891364511623e+00,-3.484855325765858769e-01,-4.080156888047174468e-01,2.500270528232368505e+00
-4.572811836566283983e-01,-1.056540894730137348e+00,-8.472042955986275325e-02,-6.585411538382303087e-01
1.975692771296162276e+00,-8.861354112091142099e-01,-4.673178609487533830e-01,1.950256985286740186e+00
6.549898831098323049e-01,-1.040300336633269013e-01,-8.850466401402823369e-01,-1.046465182987635023e+00
4.347679966069371571e-01,-3.781734615753228491e-03,-3.998319316706483995e-01,-5.217945642624967073e-01
-3.965605752431973496e-02,-6.459046097863643254e-01,1.395174990446297614e-02,-1.326453073769501279e-01
6.125350211339035678e-01,-7.168519052877745379e-01,-8.762502828522572562e-01,-8.741983449807707585e-01
5.804006532144393438e-01,4.925270094125823173e-01,-7.146665820277163794e-01,-6.952902638989368889e-01
-2.920837845951760881e-01,-7.656026820188902571e-01,3.140861883160707690e-01,-2.543094222551358086e-01
2.484691295924487120e-01,-8.081675950740314640e-01,-1.195501469286258112e-01,-2.496154918240764964e-01
-2.339960197168438130e-02,-6.810283653082074840e-02,-8.967885196929598155e-04,-4.077850944906688535e-01
9.792960483644544967e-01,-7.902160640180835305e-01,-4.949840886747828295e-01,5.532581975074564451e-03
-5.715385127327798909e-01,5.118466888893696831e-01,-2.771089115374424927e-01,-9.765946483988738880e-01
-1.159885263209714745e+00,2.811743636697634052e+00,1.707939385648673758e+00,3.050736606732150080e-01
-1.278905838892700375e+00,6.685069040627615936e-03,4.400886514335426436e-01,1.437389252435023135e+00
6.362291865915011835e-01,1.320781335944503643e-01,-4.436765976598127659e-01,-3.547738570764232269e-01
9.966101131338073182e-01,3.886070521280232670e-01,-9.307939022011850749e-01,-8.138262021794101519e-01
2.032778233608089347e-01,-3.246012672112107422e-01,-6.923257354075660341e-01,-9.165419853952468943e-01
-1.019169347403411807e+00,-1.140719039784753530e+00,1.465065814316316661e+00,1.840800481163179958e+00
9.769673105983546213e-01,-5.209944966052103554e-01,-8.542403218545417953e-01,-7.092984688500776347e-01
1.584477011655491818e+00,-2.677645655378164125e-01,-2.038623250218163097e-01,1.650862927860447638e+00
4.969932177032101439e-01,-5.991801745870698470e-01,-8.066083195858093635e-01,-8.644384642783529138e-01
2.712072943693749072e-01,-5.063097843232385875e-01,-2.982507552096324011e-01,-3.421911982369700289e-01
1.005127067700388066e+00,-1.139751865556120514e+00,-3.989609298975444474e-01,3.004530137597401507e-01
-1.261069446885492829e+00,3.470185857654966011e+00,3.124609460865960031e+00,1.946220638154996685e+00
-4.780597759652662204e-01,1.096375342374020567e+00,-3.727426885667827761e-01,-7.823023280522494183e-01
-3.913376687744554716e-01,-8.316079992554301636e-01,-1.407778421007176151e-01,-7.065759256069281680e-01
1.081134236116062936e-01,-6.389861521579263959e-02,-8.454704364680268869e-01,-1.034770405443873331e+00
6.230483090561648174e-01,-6.635233351337844754e-01,-6.899261445013018523e-01,-3.715824311550902648e-01
1.749000522628162857e+00,2.635518450864104967e-01,-4.164455032591772299e-01,1.393274391795956468e+00
-3.128871226943619188e-01,-6.924395303729592721e-02,1.342369020857204220e-01,-5.309848321691450490e-01
1.226179979278648302e+00,6.853220978654810114e-02,-1.856670318053326163e-01,1.181188409425615760e+00
-1.272491921714088203e+00,1.840748436652888342e+00,3.419083790518174570e+00,1.997012929391145608e+00
-8.689370154084318232e-01,-1.226093575755629939e+00,1.335063940643576030e+00,1.307906967245952456e+00
2.486891883523517921e-01,7.040053167333486517e-01,-2.440040105980815222e-01,-3.074263454034184551e-01
5.160182339799005424e-01,2.362544400693284419e-01,-4.029973615782559970e-01,-3.776710196036484612e-01
-1.065763952224832112e+00,6.873287456056990097e-01,5.954994894279725948e-01,-2.013433056843615121e-01
4.871553087652732289e-02,-8.206630239543766248e-01,8.207441810456711506e-02,-3.997825040880116365e-01
-1.091203198583909906e+00,6.757335956054600912e-01,9.826066914089170989e-01,1.943430716471093112e+00
-1.227445232506405581e+00,2.876787556915701316e+00,-7.847381399848509798e-01,-6.236843937832452500e-01
-5.249228891271020547e-01,-2.263008722853682708e-01,2.208056665540501506e-01,-5.133232016068619563e-01
-5.926299729638923042e-01,-1.494407418168245183e+00,6.770498330390322117e-01,-8.274241155875682041e-02
-1.113700243783691368e+00,5.346458435385672558e-01,2.453818618792748207e+00,1.675697561236865862e+00
-1.026419301282318841e+00,-1.058791241750626444e+00,-9.863598267977845557e-01,-1.236840620449156658e+00
-9.746103396621655923e-01,6.376452455203753811e-01,1.132462063135499353e+00,2.022780832140581297e-01
-1.260615797989521614e+00,1.320961512168034035e+00,3.438377709442241414e+00,2.391275225750465694e+00
1.586213980099235643e+00,-2.959553301409643677e-01,-5.867038378606603821e-01,3.520859456769394602e-01
-1.132335927142471999e+00,-7.811656840567755555e-01,2.112227746324354116e-01,-1.626382524828393072e-01
2.567462984401182036e-01,-9.541414144927700125e-01,-7.773566270306038473e-02,2.271611685029289451e-01
2.411219668476156930e-01,-1.405834895552713348e+00,-5.694906004524417087e-01,-8.458872868858877681e-01
1.770226299541673098e+00,-7.522237977728275515e-01,-5.317560782958660193e-01,6.681245977406923275e-01
6.191569487672482497e-01,6.240893237612211708e-01,-8.180741680363011747e-01,-8.056626605800749630e-01
-5.611285799719936129e-01,-1.379727460796933869e+00,2.897828639926114946e-01,-1.350542758991962744e-01
9.642884054079244871e-01,-2.248090151712425488e-01,-2.500843087074115512e-01,6.980447135656764335e-01
8.684090024080028114e-02,-3.362995846321213955e-01,-8.761094012934570463e-01,-1.062914153028568842e+00
8.547278790240163682e-01,-1.237730741167443194e+00,-2.491556508146042792e-01,1.043895221712527688e+00
-7.080600436690108468e-02,3.387301077274961214e-01,2.049144369103459151e-01,-7.768751437992661713e-02
-1.088262045474760464e+00,1.388750265030866293e+00,1.712627150335822801e+00,1.287364870488369561e+00
-1.286833009477411194e+00,2.370765364988551838e+00,3.313295440177035811e+00,3.980080510683204675e+00
7.403363333855280670e-01,-1.117223867272976873e-01,-7.440794504822760835e-01,-6.919746389649239493e-01
7.554469869208791932e-01,-2.003036590103279002e-01,-1.874078296696754242e-01,1.869232179211916534e-01
-4.864050000291768039e-01,-2.999048576571238800e-01,-7.212924967435609958e-01,-1.173208421000877300e+00
-6.350321407109806859e-01,-1.178302286497674434e+00,-9.450398774950014014e-01,-1.286133022170449225e+00
-1.268345423598297605e+00,2.131846658360653901e+00,1.005903614420982750e+00,1.450796350847300298e+00
-6.794702901115312610e-01,3.552966434667745310e-01,1.016307277375906731e-01,-6.819204128943574528e-01
2.414265002760639378e-01,-1.297260864326480245e+00,-6.312415220681647510e-01,-7.037293757503455538e-01
1.560306564868699231e-01,-1.463729257445782972e+00,-8.968803147634692996e-01,-1.103909770391281464e+00
1.965334642156931766e+00,-9.291280161223346434e-01,-7.655720906848030305e-01,9.229602725261533414e-02
-5.815711474406213277e-01,9.650499854872822691e-01,-8.571962383603239921e-01,-1.182348571460582587e+00
9.140708303110787192e-01,-8.582440885778706008e-01,-3.634705145224199074e-01,1.866108544980996375e-01
1.271682752133699301e+00,-9.087854623855297076e-01,-1.285476717729077956e-01,1.178173489173260702e+00
-6.406446861764812928e-01,-5.389888334057965080e-01,6.916789558214235523e-02,-9.194600374132957943e-02
1.774059501458879362e+00,3.601214163222810766e-02,-8.269732612633181601e-01,-1.028499908171305426e-02
-7.414017892976154656e-01,1.724170095087947718e+00,6.079945439352228975e-01,-5.990823295865987941e-01
-8.858659198982861138e-01,-2.185115460577613522e-01,1.179263178272097923e+00,1.280496811898232057e+00
8.046708080854130252e-01,-8.818962690172993391e-01,-5.290579120632902255e-01,-2.049467652607874224e-01
-1.967966041895375107e-01,-1.477404202834757374e+00,-1.770344379799271839e-01,-7.379284010937883220e-01
-2.026167760062601852e-01,4.812519017594207305e-01,-6.430747266398035844e-01,-9.446875499266592646e-01
1.448303556603935949e+00,-4.624478229999834378e-01,-9.257979968359538736e-01,-6.895002603608669789e-01
-9.248435536607254592e-01,-2.451483710579702158e-01,5.187343169189486680e-01,1.004867963293196276e+00
-7.035913340489616807e-01,-2.221507270910529075e-01,-8.862683989515599547e-01,-1.279085691504237676e+00
-8.025452587931291015e-01,-5.901986937432832647e-01,-9.937818701145001432e-02,-7.869584054267051432e-01
-3.641417100886170655e-01,-4.938126910957525983e-01,1.345167901817880679e-02,-9.731553552664792828e-02
-7.651934053650581713e-02,3.119838517755607055e-01,7.826920490790383045e-02,-2.728339510957522029e-01
-1.196680637274441406e+00,-5.236294356152864093e-01,2.059625971099427577e+00,1.409594661444437902e+00
8.615483897525407775e-01,-7.387931961017917271e-01,-5.950136005138242229e-02,5.800991315559913541e-01
-1.289453053745964972e+00,-2.127435316192559933e-01,7.346260550182555360e-02,-6.906458452659149927e-01
-3.214989204916243737e-01,-1.129682489038598359e+00,1.115921929423686620e-01,-4.010767757993982663e-01
-1.228797441569662530e+00,-1.243815684240535457e+00,2.806559151829993937e+00,1.105028210951618517e+00
1.416429031675411121e+00,-5.642725234098940890e-01,-9.392882506132358422e-01,-6.880744114247266952e-01
9.544050104754971120e-02,8.776142586094693998e-01,-7.437084142863845670e-01,-1.015032761845228393e+00
-3.392042841946085047e-02,2.760212243888584063e-02,1.457800745846171975e-01,-4.098555052746533645e-01
8.463887935395385531e-01,3.540760594416824669e-01,-8.074993607180259714e-01,-5.524372192319282338e-01
-1.086370888891524666e+00,-1.084934444785959018e+00,2.233482083866744183e+00,6.716423579969680313e-01
-9.992148390326779372e-01,2.923190800551190849e-01,4.504383896960553746e-01,-5.516676264756632114e-02
-5.590530414235984624e-01,-7.486276402241205385e-01,-9.631717668976071955e-01,-1.287940278504926095e+00
7.594022283616178592e-01,2.580471167166831781e-01,-3.390246525783298659e-01,1.467428039854918598e-01
-1.184528670494202185e+00,2.894631356623587615e-01,-8.392873037400007119e-01,-4.817271038477015654e-01
-6.946495786163382757e-02,2.998081006320320041e-01,-4.895893520302929125e-01,-6.156209356655696352e-01
-4.110474994688322892e-01,-1.414684371908533578e+00,-9.042237913943036720e-02,-5.527067329949452157e-01
-1.275174552667763805e+00,2.813018483626566812e+00,-3.951597312931057204e-01,6.414917927633819739e-01
-2.247113699495670580e-01,-6.448055086914636913e-01,3.660199933145434348e-01,3.679980079630093548e-01
-1.614487023000450716e-01,4.051722947950947562e-02,-1.831218297435133202e-01,-4.182570668939114555e-01
-9.377141833989546260e-01,-4.916718671808375518e-01,2.474289678727499206e-02,-5.642425277009722739e-01
-1.201198120188719631e+00,1.986292975473241906e+00,1.801060532925568891e+00,9.635781519745613144e-01
4.573290461492034858e-02,-6.632347539299712214e-01,1.814820553201068609e-02,-2.634245896974828360e-01
8.105166566650204851e-01,2.747641385642995981e-01,-7.077303396291917403e-01,-6.172227256088028691e-01
-1.264246574333836026e+00,2.868630492292920220e+00,6.236776503544269046e-01,1.998259960487891007e+00
