URef,PLExp,IECturbc,TwrBsMyt_[kN-m] max,TwrBsMyt_[kN-m] stddev,TwrBsMyt_[kN-m] ST_DEL,RootMyb1_[kN-m] mean,RootMyb1_[kN-m] max,RootMyb1_[kN-m] stddev,RootMyb1_[kN-m] ST_DEL,RootMxb1_[kN-m] mean,RootMxb1_[kN-m] max,RootMxb1_[kN-m] stddev,RootMxb1_[kN-m] ST_DEL,YawBrMyn_[kN-m] mean,YawBrMyn_[kN-m] max,YawBrMyn_[kN-m] stddev,YawBrMyn_[kN-m] ST_DEL
1.3812051357720467,-1.1543258636984557,-0.9875618277959047,-1.4114759580863232,-1.4272949450838193,-1.3365156996634289,-0.6136133355735481,-1.5169507730344787,-1.214902015077731,-1.324987464565976,-1.5141027745884972,-1.5679282111272328,-0.572178262958499,-0.5114206373435073,-1.6138448636468623,-2.114360157202177,-0.9121945149478983,-1.4809919864915433
-1.1125177762180802,2.562932770027946,2.4075604044515226,1.261008180453979,1.9558865765536102,1.5927003218600753,-0.2806851570614395,1.168989738764533,0.820450939493945,0.656787816805724,0.637800414594897,1.5105329718558904,0.7074012094287349,0.648272486039578,0.5457464702033833,1.0570769757321257,1.7704052622152275,1.6022229219156447
-0.8684098014580641,0.3201681468523002,-0.5176916454556636,-1.0531105430264756,-0.28612840690558133,-1.04525940982892,-0.12728952357835727,-1.109030820159936,-1.0071686746127504,-0.8586757378013807,0.5308905755129018,-0.2924874676864952,0.2600696999590566,0.19856457036034464,-0.08174040197066187,-0.7181177789751723,-1.0747057902130246,-1.0995802921672502
-1.1836571725506926,-0.9235038173982627,1.5782178774695426,-0.5083176272494249,1.1251411620526446,-0.028926674601235908,-0.7746514170818372,-1.164894671984696,-1.1809799926110587,-1.0038003040716006,-0.013690222883013312,-0.49761854560164714,-0.10556569216176967,-0.057348459653970084,-1.2850296118833429,-1.0047578172861285,-0.684910698175564,0.05353039458095866
-0.8586900346569468,1.0238319108113776,1.2431218983264751,1.0463085865975645,3.5451432372744125,0.8048645772363348,0.29587502953026,1.0269901281688254,0.7006228507944652,0.44071660045642497,0.770747706962002,1.1764722932907408,0.2924532684367809,0.5850883135048436,0.20155732434993898,0.4013326574568488,1.0838446251541296,1.1912406485697429
-1.2377456222276229,2.0349260207660858,-0.016981623455310114,-1.7845341158628363,-0.4632285519125406,-0.5743363206951699,-1.1035090360676152,-1.5982060932025757,-0.8847725833889268,-1.1880724250868522,0.011771519015519484,-0.6677463801407512,0.1525850818732571,-0.09929511192093314,-0.23515408730179355,-0.5707763263783349,-1.1003295772052186,-1.0722226403061215
-0.8024217563000365,-1.4073309810101244,-0.768539754169588,-0.9304392844688245,-1.128914450737783,-1.1434162423593102,0.3253236651343791,-0.8299917815474788,-1.3913523817133766,-1.5237166895010161,0.7763211928645298,-0.5364013376907848,-0.16782011531775237,-0.1998087912119201,-1.4666742093310445,-1.9591725930609885,-1.6185302867993556,-1.573712033904348
-0.8759357942899464,-0.20487140530463288,-0.4172484352790032,-1.0013850476311519,-0.5408076601942213,-0.7788530060410603,-0.31280824947575003,-1.3011946934909198,-1.4085903275654346,-1.415205978864391,0.483827520325848,-0.24151770447885731,0.042135735251733544,-0.006740155065748467,-0.44387845658716435,-0.96231847493114,-1.1680161485384086,-1.086972022690876
1.1523558432478473,0.2114936571696405,-0.10508533485587614,0.10293511772748,0.20926460782552986,1.0510411999197664,-0.6658343238987307,1.02939374372582,2.0810168669813716,2.3507061742789537,-1.0137438428845058,0.45930629618157426,-0.04655055503156615,-0.13418808546185546,1.6057827686749797,2.1675534266114362,2.1579855054780355,1.9808399964269192
0.30706967691909726,-0.1330415132819996,-0.6907851276098599,0.06716860171132844,-0.8709916634845517,-0.959735548881889,0.5926568384384319,0.1087198295112733,0.08591763592974573,-0.21225266561082834,-0.6333194736316157,-0.7237314588873759,0.27220317516040893,0.23142427737370785,0.47287529796009736,0.008679326318400996,-0.733746219520561,-0.7591069094919024
