5.909228220581269619e-01,-1.097997932225627249e+00,-7.544454936789118937e-02,9.349208626844296433e-02,4.369334883567587702e-01,1.668062625613882632e+00,3.398563253435415432e-01
-1.253257860059648232e+00,2.143999192653658792e+00,2.213520174356086834e+00,6.341782314189465808e-01,1.040840822311399183e+00,9.874527639446676330e-01,1.834137356291024146e+00
-8.394534932369537850e-03,-1.363568377122405417e+00,6.170005666306254549e-02,6.522011029239647151e-01,1.534667805821313402e-01,1.148489832082191908e+00,2.329475574072242539e-01
-1.296601563125114209e+00,3.305854248095078329e+00,4.599201150833668983e+00,-1.047956442382622866e+00,6.526146790548447152e-01,1.149366183562848809e+00,2.491524867429904866e+00
-1.122207145363609326e+00,1.579444179727745867e+00,2.159338535852004526e+00,-5.192855449021294145e-01,9.422437065637028208e-01,8.078886552229102014e-01,2.473725538680376701e+00
-8.342541681991993974e-01,-6.199444986068891605e-01,6.751213437057755271e-04,8.864984324891835854e-01,1.946701823243359941e+00,1.370755566902257805e-01,4.410561848981160993e-01
6.951165963161678452e-01,-6.602852864615309514e-01,-9.748590729344315253e-01,-7.716057459723649758e-01,3.629856515459864985e-01,2.958803542599426351e-01,-1.351407348473708803e+00
2.974092077432284320e-01,-1.443820763083414116e+00,-8.590672626638470311e-01,4.543109558839783513e-02,-7.955304584894468123e-01,1.099542556849970154e+00,-9.950622368511096161e-01
2.006200242775801001e+00,-2.302682201820471786e-02,-2.072815573978074588e-01,-1.167747479567532998e-01,1.596291003163623490e-01,-1.685973623076764349e+00,1.118067902127529489e+00
-4.735468169681384398e-01,-5.493725203260809709e-01,-4.456557641045257867e-01,4.899952593788122757e-01,2.415038123044918272e+00,-1.217518371413414346e+00,-6.220846039196028521e-01
-3.904306630165627623e-01,1.108423598659108222e+00,-3.352422581060050533e-01,-1.516551101513060384e+00,-7.277449414129055771e-01,-6.598140695336232042e-01,-8.558792659041374318e-01
1.686314396822660155e+00,-3.936283347500674212e-01,-9.389179254225130666e-01,-1.246208028937808132e+00,6.279654001179205691e-01,1.488967555894257666e+00,-1.173064557246031647e+00
-1.287905484196245176e+00,5.510713402151793394e-01,-3.440552639211313379e-01,6.882468459339978750e-01,-1.282353717493698086e+00,1.671120669072768461e+00,-9.950517563713938696e-01
5.067545450937348539e-01,1.664954349417779866e-01,-7.005196484924478550e-01,3.398046635036727214e-01,4.369334883567587702e-01,-1.017681744658906817e+00,-8.044118303417591154e-01
-8.055214830701473705e-01,-6.600238585412548931e-01,7.301100411745683472e-01,-1.288261395782847485e+00,-1.854608048005753351e-01,4.381919898761522658e-01,2.047689348075390381e+00
-7.297271051178200185e-01,8.717993248472367673e-01,-7.716868293835781323e-01,-1.084002185392656692e+00,-1.781501615966411434e+00,7.775891898602417251e-01,-1.211664743071196204e+00
-5.184784891521125871e-01,-1.144152219515488289e+00,-9.482857653536501674e-01,-1.186131790587751977e+00,3.321740528748313714e-01,7.680178627229757859e-01,-1.298417869321228713e+00
-1.201211857910519321e+00,1.688614819956092861e+00,-6.808948380082374685e-01,1.391138834629654042e+00,1.473044608479003037e-01,-1.826959118780510094e-01,-9.040078869838085174e-01
-7.231254685778673585e-02,6.256532992893065748e-01,-7.763909750058307635e-01,2.140060024837560360e-02,-1.669738455978822533e-01,1.231502509946844848e+00,-8.438881495292392954e-01
-7.823314317855619704e-01,1.786960895935445937e+00,-2.055907344714679452e-01,-2.249119769868545005e-01,-1.484868863951891715e-01,-8.095646802391117669e-01,-7.084823203105451439e-01
1.831914511391752098e+00,-3.785766774270153956e-01,-5.238476904942896972e-01,-6.093999024272135356e-01,1.164928621767451766e-01,4.355040991156923780e-01,-1.047107430757729385e-01
-4.572884329951123483e-01,-1.056640642293157351e+00,-8.460324911882201315e-02,-6.814913884472805217e-01,3.638270563174157701e-02,8.825230413346824010e-01,-1.940685290995839141e-01
1.975989073519721417e+00,-8.862131715163745760e-01,-4.672301113452500543e-01,1.343077843949609607e+00,7.142378763971544142e-01,1.469637451173450904e+00,2.274495903934624086e-01
-1.226662939891891790e+00,2.686017794367751232e+00,2.251541135194202514e+00,-3.811101966970001365e-01,-1.245379799088311978e+00,-1.379700373664418667e+00,9.743055984800026437e-01
-6.081771193774188067e-01,-1.384530540747417771e+00,-9.466775862515683926e-01,-6.634685169422641637e-01,-2.039477640032684169e-01,1.596773651927091420e+00,-1.239639922786290649e+00
-3.961120159503957183e-02,-6.459513733442062700e-01,1.407652058172860314e-02,5.801096169038970629e-01,6.094784409152275151e-01,-3.470409420894780134e-02,8.489306304207303033e-02
