URef,PLExp,IECturbc,TwrBsMyt_[kN-m] mean,TwrBsMyt_[kN-m] max,TwrBsMyt_[kN-m] stddev,TwrBsMyt_[kN-m] ST_DEL,RootMyb1_[kN-m] mean,RootMyb1_[kN-m] max,RootMyb1_[kN-m] stddev,RootMyb1_[kN-m] ST_DEL,RootMxb1_[kN-m] mean,RootMxb1_[kN-m] max,RootMxb1_[kN-m] stddev,RootMxb1_[kN-m] ST_DEL,YawBrMyn_[kN-m] mean,YawBrMyn_[kN-m] max,YawBrMyn_[kN-m] stddev,YawBrMyn_[kN-m] ST_DEL
-0.14406677744587368,-1.050206636713217,-0.2641881402908207,1.520489193517294,0.9931747243680954,0.11973538891706291,0.07756276449346718,1.7590135412793013,0.6016475820853174,-0.7247804820408642,-0.5403989272834254,1.1640466780096872,0.9864679234376906,0.007266000696681819,0.059650209530679975,-0.9453824450730047,-0.36601946091013177,0.3870218140032334,0.12008607084238372
-1.2311393908963046,1.8846174161793707,3.4794420631114256,-0.8422160838880486,0.5251748236376099,2.0723064967351474,3.6493661021873764,-0.5813653470981229,0.3430598793367244,0.13232487220243672,0.16376545113199764,0.43213917705603894,0.6805284861040991,0.3166763904837949,0.23615625120736916,-0.22723732690290185,0.9441566218039185,1.336103337572067,1.5436971485339166
0.7878320165896374,0.17008766255083632,-0.14738789485526751,0.05754931978246511,0.456166856513988,0.08190082038070799,0.4744008587908732,-0.33657955318975286,0.5382108907109944,1.559493703790084,1.7533676263943465,-0.9325030237515991,-0.21451867718364132,-0.028464967706333447,0.08301535984496224,1.303738061321242,1.8948637831048107,1.2273746241988355,1.3166964834032084
1.4028203518261768,-0.3343247180007861,-0.3607984242871882,-0.3206788429242534,-0.05225317383543198,-0.10233180229087566,0.48644590413204974,-0.7241367649736637,-0.06793985905965479,0.9209641556449172,1.130436479928146,-1.1990734294527707,-0.19751393995608663,-0.2999704927617079,-0.20350621843552882,0.4218303743545139,1.0863321049416501,1.3043323541406098,1.3805962528057247
1.0214382936495543,-1.1153712310131363,-0.9102335572996679,-0.36550114210235757,-1.230056973670968,-1.3033850500748396,-1.2653514475265337,-0.3134992590744672,-1.3085574546766932,-1.2059593632820083,-1.2435587499882774,-1.4196020671766676,-1.4038860878582267,-0.3915262556062001,-0.3477798301016597,-1.4963657647940318,-1.7136696455138287,-1.097451261664264,-1.078379266608932
-0.2368248321453964,-1.2924060835092095,-0.23436471878521312,1.6101588778649618,1.1529203067796752,-0.06571250070808164,-0.08223629709863799,1.91663331081105,0.790078678799812,-0.6498422884588331,-0.5209808811681922,1.568940433292248,0.38538421281717355,-0.12686811158624353,-0.028043494853476618,-1.2360143115698825,-0.9865408392468059,-0.05646474796152648,-0.06977932483970184
-1.2755040024869266,-0.5319995309790685,2.1696048316367795,-1.94849957930738,-0.9657127919398681,0.8259185117515079,2.1977927956589633,-1.5939466652380554,-1.8527095660401889,-1.3079539159408113,-1.3107176360189232,-0.3029284018108145,-0.49618545469245284,-0.0447328931662666,-0.3661122874634194,-1.1347622631123924,-1.056146370885007,-0.3169772086522306,0.03898943169520328
-0.8558413434298191,1.0798739693010257,-0.2854157215935365,-0.27811680804448713,-0.22706836969543254,0.30699897920186586,-0.47681875560650344,-0.1534188334752714,0.010636545943271297,-0.18227124827660504,-0.4469755616024237,0.6532552220220921,-0.017918769300492618,0.38480979378650354,0.35632403988175654,0.4251934497752072,-0.024431413121350058,-0.3309527516165513,-0.8073658682207095
1.3158405348708173,-0.9202592779129959,-0.7388720583080594,-0.41567628135526874,-0.6674734818875421,-0.8885352594594371,-0.7068442459596471,-0.5457592527488608,-1.11678197896248,-1.0317366117867672,-0.9981440551841789,-1.449611751405659,-1.1561346306424014,-0.4447229506502739,-0.38925518976905654,-0.9988882197294449,-1.0271899523447743,-0.43148378551591066,-0.28721469446840564
-0.1680727269862403,-1.4555539316409019,-0.28140316500588913,1.376303285753478,1.031339737891268,-0.10646202545833384,0.08008909316941017,1.7691538829400058,1.192662657053705,-0.465206799249348,-0.09276243690976821,1.3285956939720682,0.5014384206716198,-0.15476971780535162,-0.0882343547083446,-1.5572216801298802,-1.2026878329619384,-0.021619397800214595,-0.01097213557234451
