,discriminator,generator,fooling,wasserstein distance
87,-0.3340840465256146,0.0025880892628005574,0.49362409796033585,0.2956185
88,-0.29143874985831125,0.04323324795280184,0.48381640315055846,0.27269655
89,-0.2620363937956946,0.029935656168631145,0.4865982140813555,0.27229652
90,-0.2915757494313376,0.020348165689834528,0.4892122438975743,0.30982187
91,-0.28587202429771424,0.010579253653330463,0.4918053686618805,0.33586463
92,-0.2526336462369987,0.050248273302401815,0.48368052925382343,0.29103434
93,-0.30227067044803074,-0.008465636787669999,0.4946116753986904,0.33690846
94,-0.2594771561878068,0.041913506415273465,0.4839441810335432,0.27835405
95,-0.2878620343548911,-0.0028992275042193276,0.493255957535335,0.32808676
96,-0.2679632761648723,0.00997865716261523,0.4912488784108843,0.30837327
97,-0.24422964113099235,0.03745346278883517,0.4852466080869947,0.34607413
98,-0.2596582844853401,-0.004308806053761925,0.4945908963680267,0.34103167
99,-0.2541152549641473,0.02667072429986937,0.48796643444469995,0.48767135
