,discriminator,generator,fooling,wasserstein distance
0,-0.007341758296492376,-0.0009195651064926227,0.5002292675631387,0.63848954
1,-0.009847965463995934,-0.0011231563906351637,0.5002807421343667,0.59388834
2,-0.06515962864671435,0.007375028546916188,0.49815587060792105,0.501514
3,-0.1841288604906627,0.005690797684448106,0.4984081276825496,0.48616588
4,-0.33265405637877327,0.01854712449213756,0.4947446848664965,0.3825374
5,-0.44009711912700106,0.049974329503519196,0.48686330233301434,0.34444022
6,-0.3848560507808413,0.03404511013733489,0.4914326071739197,0.35143608
7,-0.23888524898460933,0.005373133246653846,0.49832884073257444,0.315598
8,-0.010633986656154905,0.027689549416702774,0.49458080189568654,0.29752076
9,0.06233488044568471,0.04852330251596868,0.48828639047486444,0.31171378
10,0.02794427296945027,0.029412997281178833,0.4927092526640211,0.2873527
11,0.010568436328321695,0.009615621445326334,0.49760750276701793,0.2847161
12,0.0009053008630871773,-0.0022858208793747636,0.5005717822483607,0.3172729
13,-0.006580080158476318,-0.011956881067765478,0.5029849674020495,0.28731653
14,-0.01861510453745723,-0.020185986869702383,0.5050334955964769,0.29378006
15,-0.04308165122887918,-0.016611674787210567,0.5041362030165536,0.29557526
16,-0.07983417340687343,-0.006944730472085731,0.5017212050301688,0.27614832
17,-0.10328128848757062,-0.017002954648341985,0.5041021457740239,0.27046615
18,-0.11201157282505717,-0.017199301972453084,0.5040582248142788,0.27805156
19,-0.1461973447884832,0.002558140376848834,0.49916124173573084,0.34096164
20,-0.16749444901943206,-0.00015201680362224578,0.49959890586989264,0.29010385
21,-0.21159342867987496,-0.012344087686921868,0.5021000938756125,0.2769162
22,-0.23887356775147575,-0.017416904707040104,0.5024027909551348,0.27918342
23,-0.24790470216955457,-0.004378309553222996,0.4991090101855142,0.26317322
24,-0.27544324014868055,0.011596900171467237,0.4960717788764409,0.2785668
25,-0.2661956425224032,0.03910848264183317,0.48875737275396075,0.3128175
26,-0.28465525252478463,0.0257075162338359,0.49212010247366766,0.27119136
27,-0.2781062471015113,0.022439883729176862,0.49227623343467714,0.2649031
28,-0.330451095529965,-0.003500149425651346,0.4976015499659947,0.25766274
29,-0.3154848324401038,0.035703999070184574,0.48839651601655143,0.2563478
30,-0.3384494010891233,0.02329203927490328,0.49077460936137607,0.30855256
31,-0.3563082292675972,0.01329338416191084,0.4924780547618866,0.33975974
32,-0.3394951181752341,0.05182914811053446,0.48458251101630073,0.2546744
33,-0.35868797642844064,0.019862057481493268,0.4908628455230168,0.272159
34,-0.3570146377597536,0.03611288759857416,0.48724839346749443,0.26939166
35,-0.35695973677294596,0.014924717348601136,0.49074975422450473,0.26022097
36,-0.3532925771815436,0.041565873712534084,0.48422703742980955,0.2536462
37,-0.40811634106295447,0.0054216778438006125,0.4924867945058005,0.24895473
38,-0.3976678431034088,0.03979452718049288,0.4862101571900504,0.30516976
39,-0.36523444865431104,0.040384271953787125,0.48562094739505224,0.2630641
40,-0.3965962733541216,0.019341737883431572,0.48878139768327983,0.25458002
41,-0.37717512505395073,0.03258102498948574,0.486100823538644,0.2859544
42,-0.37480269627911705,0.004147219511547259,0.49186618753841943,0.24285194
43,-0.38614259787968225,-0.0007046598608472517,0.49246299948011124,0.27217954
44,-0.3747434445789882,0.040215689688920975,0.4839421357427325,0.30150893
45,-0.3629147661583764,0.050174745425049745,0.4816629648208618,0.25562248
46,-0.37603559153420585,0.024588767678609916,0.48833748187337606,0.2737926
47,-0.3786050766706467,-0.011861495061644486,0.4950852368559156,0.29215488
48,-0.38051793660436356,0.016644909445728575,0.48993511710848126,0.26079112
49,-0.38220234981604984,-0.0046344342641532425,0.49338397894586833,0.25709015
50,-0.3824360013008118,0.028515879969511715,0.48715500405856543,0.24592105
51,-0.3666568249464035,0.005321355456752437,0.4921925391469683,0.27791634
52,-0.3713947751692363,-0.010279666233275617,0.4932266822883061,0.26333445
53,-0.3526791478906359,-0.007232725034867014,0.49349903634616304,0.26842448
54,-0.3395342950310026,0.017657056663717544,0.48921574098723275,0.32011497
55,-0.3577323351587568,-0.02141677689006818,0.4966987499168941,0.31065315
56,-0.30764525745596205,0.05669934174844197,0.48106453674180166,0.26396596
57,-0.32046200292451044,0.004683097811149699,0.49157083204814367,0.28204274
58,-0.29243402779102323,-1.6139766999653408e-05,0.4932161808013916,0.28055632
59,-0.289462844814573,0.03333811177206891,0.4865065438406808,0.29902795
60,-0.2709956054176603,0.0291568430938891,0.4888333695275443,0.28471664
61,-0.30139792944703786,0.018603291628616198,0.49007255264690947,0.31373036
62,-0.2759009727409908,0.008280776600752557,0.4922313673155648,0.28586397
63,-0.28889598718711307,0.005103933332221849,0.4941075801849365,0.27257955
64,-0.26025455977235523,-0.007472255080938339,0.4965342904840197,0.30629867
65,-0.2746205864208085,-0.006169916703324166,0.49599716237613134,0.31063396
66,-0.24203074851206371,0.05219827587051051,0.4849426312105996,0.33609945
67,-0.2579252558095115,0.004403300370488848,0.4957032152584621,0.314144
68,-0.23297567942312786,0.04202964867997382,0.48793411084583826,0.4044059
69,-0.26417039185762403,0.015790841222873758,0.49361123612948826,0.26836622
70,-0.24769633880683353,0.03467464031917708,0.49032888497625077,0.31187356
71,-0.26416043511458803,0.022179441579750606,0.49252537744385855,0.3852888
72,-0.26325048421110425,0.02200658635369369,0.4921672122819083,0.28324068
73,-0.30533531052725654,0.004817267899800624,0.49628715685435704,0.2594902
74,-0.2949782120329993,0.04166021140824471,0.4884067458765847,0.28376302
75,-0.30694700734955926,0.037637133630258696,0.48866492935589384,0.393557
76,-0.29632901762213026,0.05112625457612532,0.48536008255822316,0.26088595
77,-0.29621349360261645,0.04189330618828535,0.4870376808302743,0.27862236
78,-0.30772453929696764,0.04779577329754829,0.4861901555742536,0.32846272
79,-0.3334174441439765,0.011378346889146736,0.4930119233472007,0.2934147
80,-0.2880719734089715,0.03339331139411245,0.48693311044148035,0.34127858
81,-0.3311670299087252,-0.011766254023781845,0.4967979269368308,0.26572978
82,-0.3039100419197764,0.03570154921284744,0.4869501420429775,0.2966858
83,-0.3228558216776167,0.002656287167753492,0.49444998247282845,0.3079185
84,-0.3156410851648876,-0.016083683579095773,0.49814103075436184,0.26061022
85,-0.318264964222908,-0.00643537972521569,0.4963312234197344,0.30432796
86,-0.29551944306918554,0.029998866748064755,0.4886128732136318,0.28523177
