epoch,cgan,klcgan,pearson,rklcgan,epoch,wcgan
,,,,,2000,-0.782204568386078
,,,,,2020,-0.800104677677155
,,,,,2040,-0.762642681598663
,,,,,2060,-0.796772241592407
,,,,,2080,-0.785819888114929
,,,,,2100,-0.785006046295166
,,,,,2120,-0.825061917304993
,,,,,2140,-0.780897378921509
,,,,,2160,-0.791351974010468
,,,,,2180,-0.759391844272614
,,,,,2200,-0.770576179027557
,,,,,2220,-0.782043874263763
,,,,,2240,-0.764219701290131
,,,,,2260,-0.768628001213074
,,,,,2280,-0.821513116359711
,,,,,2300,-0.770669460296631
,,,,,2320,-0.799865305423737
,,,,,2340,-0.792174160480499
,,,,,2360,-0.776355803012848
,,,,,2380,-0.787901043891907
,,,,,2400,-0.818890273571014
,,,,,2420,-0.800111651420593
,,,,,2440,-0.769175946712494
,,,,,2460,-0.802958011627197
,,,,,2480,-0.782723605632782
,,,,,2500,-0.817186295986176
,,,,,2520,-0.77901828289032
,,,,,2540,-0.784514963626862
,,,,,2560,-0.763022243976593
,,,,,2580,-0.763330459594727
,,,,,2600,-0.775371313095093
,,,,,2620,-0.786688804626465
,,,,,2640,-0.768965244293213
,,,,,2660,-0.777366995811462
,,,,,2680,-0.800718247890472
,,,,,2700,-0.77913224697113
,,,,,2720,-0.796073734760284
,,,,,2740,-0.794271945953369
,,,,,2760,-0.8251593708992
,,,,,2780,-0.797982096672058
,,,,,2800,-0.754122734069824
,,,,,2820,-0.798536717891693
,,,,,2840,-0.764508485794067
,,,,,2860,-0.790488421916962
,,,,,2880,-0.797363460063934
,,,,,2900,-0.787910640239716
,,,,,2920,-0.774644017219543
,,,,,2940,-0.789494872093201
,,,,,2960,-0.75156033039093
,,,,,2980,-0.767815947532654
,,,,,3000,-0.804848611354828
,,,,,3020,-0.779637455940247
,,,,,3040,-0.781783521175385
,,,,,3060,-0.804689466953278
,,,,,3080,-0.814717829227448
,,,,,3100,-0.777860820293427
,,,,,3120,-0.771894454956055
,,,,,3140,-0.788600087165833
,,,,,3160,-0.813266694545746
,,,,,3180,-0.789483428001404
,,,,,3200,-0.746883153915405
,,,,,3220,-0.798310041427612
,,,,,3240,-0.780546128749847
,,,,,3260,-0.761434555053711
,,,,,3280,-0.783917248249054
,,,,,3300,-0.785824060440064
,,,,,3320,-0.755616843700409
,,,,,3340,-0.811859548091888
,,,,,3360,-0.818550050258637
,,,,,3380,-0.762054741382599
,,,,,3400,-0.751107811927795
,,,,,3420,-0.754070162773132
,,,,,3440,-0.827990472316742
,,,,,3460,-0.732406079769135
,,,,,3480,-0.766758322715759
,,,,,3500,-0.76640123128891
,,,,,3520,-0.763308167457581
,,,,,3540,-0.769540190696716
,,,,,3560,-0.802567005157471
,,,,,3580,-0.790061712265015
,,,,,3600,-0.747041344642639
,,,,,3620,-0.77750152349472
,,,,,3640,-0.756723821163178
,,,,,3660,-0.767068266868591
,,,,,3680,-0.792000472545624
,,,,,3700,-0.779788196086884
,,,,,3720,-0.776829123497009
,,,,,3740,-0.78637969493866
,,,,,3760,-0.782835304737091
,,,,,3780,-0.780757188796997
,,,,,3800,-0.759590148925781
,,,,,3820,-0.770342588424683
,,,,,3840,-0.807074546813965
,,,,,3860,-0.799509167671204
,,,,,3880,-0.767809867858887
,,,,,3900,-0.816417396068573
,,,,,3920,-0.797289371490479
,,,,,3940,-0.783571779727936
,,,,,3960,-0.781318545341492
,,,,,3980,-0.77054500579834
,,,,,4000,-0.785408437252045
