,epoch,discriminator,discriminator (val),generator,Actual wasserstein-1 distance (Validation),Estimated Wasserstein-1 distance (Training),Estimated wasserstein-1 distance (Validation),Actual Wasserstein-2 distance,Mean Cond. Wasserstein-1 dist (Test),Mean Cond. Wasserstein-2 dist (Test)
180,3620,-0.12186673283576965,-0.005156977102160454,-2.4882991313934326,0.049953762,-0.057733453810214996,-0.00928342342376709,0.057961926,2.6839647,2.9833786
181,3640,-0.10638801008462906,-0.011920733377337456,-0.8971247673034668,0.05850455,-0.054772354662418365,-0.010833973996341228,0.06397619,2.700725,2.9888341
182,3660,-0.12028521299362183,-0.03191761299967766,-1.0130351781845093,0.044515893,-0.05019714683294296,-0.016279883682727814,0.05757573,2.0422318,2.3739083
183,3680,-0.12700365483760834,0.0009810011833906174,-3.4090139865875244,0.08072179,-0.05890635401010513,-0.005999577231705189,0.08655818,1.980896,2.2658093
184,3700,-0.11603692173957825,0.0400928370654583,-2.9631190299987793,0.09643389,-0.06902118027210236,0.0017299222527071834,0.10027166,4.0527315,4.3070607
185,3720,-0.08422434329986572,-0.028053682297468185,-2.3792412281036377,0.031427052,-0.04616710916161537,-0.013924295082688332,0.0373568,1.9954295,2.2654288
186,3740,-0.08457285165786743,-0.025917518883943558,-1.693371295928955,0.024480423,-0.04878855124115944,-0.013880275189876556,0.031058868,1.8067888,2.1104434
187,3760,-0.09656385332345963,-0.011489644646644592,-2.2325170040130615,0.015040414,-0.05893108993768692,-0.009458539076149464,0.023284463,1.6618509,1.9689604
188,3780,-0.07015907764434814,-0.03261533007025719,-3.032916307449341,0.014117837,-0.04030418395996094,-0.015757307410240173,0.021501543,1.8203773,2.1789024
189,3800,-0.08819517493247986,-0.03281589597463608,-1.561684489250183,0.03609106,-0.04483954235911369,-0.016296520829200745,0.042272355,1.7462918,2.0240781
190,3820,-0.10526584088802338,0.007318537682294846,-2.6734893321990967,0.066744715,-0.05164424329996109,-0.004465009551495314,0.07101248,3.0668273,3.3119552
191,3840,-0.11494216322898865,-0.015549571253359318,-3.1632649898529053,0.07952128,-0.054332152009010315,-0.011491434648633003,0.08343506,2.666953,2.9688318
192,3860,-0.07038239389657974,-0.025073086842894554,-2.0147597789764404,0.044785712,-0.04218871891498566,-0.014147602021694183,0.048105832,2.1253312,2.4511914
193,3880,-0.11750620603561401,-0.005118745379149914,-2.477121591567993,0.091326155,-0.04734763503074646,-0.00789220817387104,0.09374243,2.7702966,3.0400608
194,3900,-0.06417553126811981,-0.022044295445084572,-3.3856444358825684,0.024629839,-0.038845401257276535,-0.013016793876886368,0.033310696,1.7431521,2.0754075
195,3920,-0.07853540033102036,-0.020968101918697357,-5.320873260498047,0.03870898,-0.04597950726747513,-0.011530084535479546,0.042672485,1.9411162,2.217952
196,3940,-0.13283932209014893,-0.004205401986837387,-2.2097699642181396,0.056621052,-0.07131937146186829,-0.009496934711933136,0.068738855,1.9014663,2.1822863
197,3960,-0.1526232659816742,0.024765605106949806,-2.091130256652832,0.051510703,-0.05946192890405655,-8.567403710912913e-05,0.05810783,3.1417065,3.3754244
198,3980,-0.086905337870121,-0.014610365964472294,-3.3741655349731445,0.07874761,-0.04591890424489975,-0.01145769003778696,0.08131786,2.9203196,3.1618228
199,4000,-0.10722355544567108,-0.016095833852887154,-2.196441411972046,0.04973395,-0.05526250973343849,-0.01158269215375185,0.05850552,1.59692,1.8928238
200,4020,-0.12972800433635712,0.006350543349981308,-1.7955825328826904,0.08347295,-0.05134299769997597,-0.004224459640681744,0.091167435,2.8600063,3.121615
201,4040,-0.08277837932109833,-0.01780647039413452,-1.6285985708236694,0.031475864,-0.040264155715703964,-0.01133215893059969,0.038466983,2.2687342,2.5736487
202,4060,-0.07453641295433044,-0.02541855163872242,-1.9896187782287598,0.016195526,-0.04048379883170128,-0.014884511940181255,0.024164546,1.807251,2.1053731
203,4080,-0.1019877940416336,-0.0026451144367456436,-4.397186756134033,0.07821561,-0.06215151399374008,-0.005480700172483921,0.08213033,1.8537705,2.1172915
204,4100,-0.0832049623131752,-0.011467563919723034,-5.181246757507324,0.04579885,-0.046057768166065216,-0.009993037208914757,0.049502417,1.8140016,2.1244678
205,4120,-0.10507610440254211,-0.004692199639976025,-4.8412065505981445,0.0559268,-0.05334712564945221,-0.006740914657711983,0.060419083,2.1193833,2.4135787
206,4140,-0.10956993699073792,0.002908024936914444,-5.450765132904053,0.063387476,-0.051060114055871964,-0.005200082436203957,0.06661732,2.2801833,2.570987
207,4160,-0.0958607941865921,-0.03547091409564018,-3.0668420791625977,0.016727628,-0.043111223727464676,-0.01637161336839199,0.022133203,1.7858315,2.0680664
208,4180,-0.07558851689100266,-0.01574062369763851,-3.2918410301208496,0.0589628,-0.03403009474277496,-0.01032719574868679,0.062092476,1.9005371,2.1617408
209,4200,-0.0785411074757576,-0.013892821036279202,-1.8451179265975952,0.060174327,-0.045772988349199295,-0.0077760787680745125,0.06744484,1.6421103,1.9202744
210,4220,-0.1448846161365509,-0.01020892709493637,-6.005770206451416,0.029948765,-0.07718639075756073,-0.009720762260258198,0.042420924,1.7540437,2.0261369
211,4240,-0.13394634425640106,0.022559879347682,-3.7899065017700195,0.11124877,-0.06060599163174629,0.0010377727448940277,0.11416826,2.913043,3.139251
212,4260,-0.07530323415994644,-0.03511449694633484,-3.1494836807250977,0.042286057,-0.044105179607868195,-0.01743554323911667,0.05725458,1.753947,2.0047004
213,4280,-0.12164632230997086,-0.01795962080359459,-1.7071235179901123,0.011012896,-0.06410188972949982,-0.012262929230928421,0.018438207,1.7214522,2.020277
214,4300,-0.0598921924829483,-0.02260085754096508,-3.2794268131256104,0.025012406,-0.030713723972439766,-0.014893893152475357,0.03165343,1.5875577,1.858473
215,4320,-0.08146224915981293,0.0003265310078859329,-4.312568664550781,0.08268017,-0.03905680775642395,-0.005424397997558117,0.08629752,2.1305506,2.376983
216,4340,-0.10776468366384506,-0.004548514261841774,-2.473299503326416,0.04142331,-0.051740214228630066,-0.008232343010604382,0.05203118,1.9958073,2.273343
217,4360,-0.10974042117595673,0.01077364757657051,-4.750749588012695,0.084723614,-0.0585453025996685,-0.0023889094591140747,0.088802606,3.2515683,3.4616249
218,4380,-0.08964544534683228,-0.012612501159310341,-3.450950860977173,0.06980191,-0.04590192809700966,-0.010980059392750263,0.07447086,1.964396,2.2119029
219,4400,-0.11550740897655487,-0.0037493379786610603,-3.502692461013794,0.058731537,-0.059548668563365936,-0.006069487892091274,0.06381138,1.8296058,2.1313605
220,4420,-0.11352179944515228,0.012100737541913986,-4.724579811096191,0.08428329,-0.06735701858997345,-0.0015404291916638613,0.08955258,2.2219296,2.4641607
221,4440,-0.1252346783876419,-0.027667777612805367,-1.921094298362732,0.13612145,-0.10335326939821243,-0.01585971750319004,0.13787451,4.9691987,5.1291366
222,4460,-0.0964512974023819,-0.019983427599072456,-3.2363109588623047,0.02059464,-0.05606444180011749,-0.014589360915124416,0.027249683,1.8347989,2.1070867
223,4480,-0.08911202847957611,-0.010324819013476372,-3.938323974609375,0.06821966,-0.04733440279960632,-0.007632562890648842,0.07432426,1.8201429,2.077051
224,4500,-0.11797228455543518,-0.006013959646224976,-2.6203863620758057,0.0776984,-0.053438372910022736,-0.007551334332674742,0.08145961,1.6683891,1.9203893
225,4520,-0.06875235587358475,-0.0021516624838113785,-3.773081064224243,0.06739393,-0.03702572360634804,-0.006619519554078579,0.073818035,1.9158854,2.1538415
226,4540,-0.07123330235481262,-0.028123967349529266,-2.059528112411499,0.015080597,-0.03992126137018204,-0.014100960455834866,0.026124379,1.9391403,2.1794465
227,4560,-0.11607349663972855,0.01849379949271679,-4.944047927856445,0.0797187,-0.05597643926739693,0.0007602185360156,0.08156709,2.8565824,3.089898
228,4580,-0.08425207436084747,0.0010698791593313217,-3.1970455646514893,0.015089422,-0.04943114146590233,-0.005465986207127571,0.023251275,1.6560869,1.9417454
229,4600,-0.09590933471918106,-0.02854299731552601,-3.2787632942199707,0.021192024,-0.034184060990810394,-0.013839810155332088,0.03211854,1.6272268,1.9189731
230,4620,-0.09180304408073425,0.002531793899834156,-6.004881381988525,0.08859342,-0.051130011677742004,-0.003488404443487525,0.10454488,1.7353222,1.9768986
231,4640,-0.0934009850025177,-0.006642878986895084,-4.63160514831543,0.057569835,-0.04036227613687515,-0.008065875619649887,0.06273497,2.2781951,2.532546
232,4660,-0.09466740489006042,-0.017521332949399948,-3.403629779815674,0.015348405,-0.053238000720739365,-0.011576175689697266,0.024423452,1.8697125,2.08835
233,4680,-0.0970592275261879,-0.02067822962999344,-2.9828741550445557,0.06295132,-0.04209607094526291,-0.011222310364246368,0.06808715,1.7901312,2.0724697
234,4700,-0.09165345132350922,-0.021291565150022507,-5.91070556640625,0.035944555,-0.046577952802181244,-0.012833597138524055,0.040940374,2.0744205,2.3437955
235,4720,-0.08262701332569122,-0.011004218831658363,-4.794146537780762,0.018328128,-0.042755868285894394,-0.008226257748901844,0.025875475,1.7166438,1.968134
236,4740,-0.09890618175268173,-0.00802030973136425,-3.9117321968078613,0.023602432,-0.03689400106668472,-0.008418628945946693,0.028774861,1.7901335,2.0409741
237,4760,-0.12317518889904022,0.03537904471158981,-4.875605583190918,0.09394369,-0.06633255630731583,0.0030369660817086697,0.09734509,2.301879,2.5300295
238,4780,-0.07841230928897858,-0.014786475338041782,-3.384917736053467,0.028279005,-0.04787765443325043,-0.009880436584353447,0.03465199,1.4927759,1.7543349
239,4800,-0.06756726652383804,-0.012934585101902485,-4.182804584503174,0.045994908,-0.03612395375967026,-0.0076272934675216675,0.054178223,1.655272,1.898202
240,4820,-0.1324828714132309,0.012982862070202827,-4.1367292404174805,0.01865082,-0.06256137788295746,-0.00116538570728153,0.029317569,1.5756056,1.8651112
241,4840,-0.09994329512119293,-0.014195644296705723,-3.4546966552734375,0.012699381,-0.05163200572133064,-0.008973628282546997,0.017202018,1.8153937,2.0669613
242,4860,-0.1394241452217102,0.0435817614197731,-5.773128032684326,0.08901512,-0.06655026972293854,0.010320344008505344,0.092217304,2.5194738,2.7360182
243,4880,-0.06701056659221649,-0.010640956461429596,-3.8817684650421143,0.023500867,-0.02978949435055256,-0.008438273333013058,0.03225887,2.0484414,2.3034778
244,4900,-0.0784299448132515,0.00038200709968805313,-5.154427528381348,0.046870288,-0.04299037531018257,-0.0040353694930672646,0.051729415,1.8001584,2.0776548
245,4920,-0.1578233540058136,0.02038428746163845,-5.2838592529296875,0.06149061,-0.07004722207784653,0.0009858390549197793,0.06600172,2.4323876,2.672758
246,4940,-0.12272085249423981,-0.003305785357952118,-4.126315116882324,0.019099522,-0.056100502610206604,-0.008327430114150047,0.027395094,1.7273996,1.9923005
247,4960,-0.09077593684196472,-0.01296191569417715,-5.69456148147583,0.038094535,-0.043848805129528046,-0.008651415817439556,0.04462637,2.054695,2.289167
248,4980,-0.07709775865077972,-0.0023062285035848618,-3.7468175888061523,0.047775306,-0.042665667831897736,-0.0059552621096372604,0.051862177,2.2558646,2.4841642
249,5000,-0.07270391285419464,-0.019430166110396385,-4.298893928527832,0.025603103,-0.04658397287130356,-0.012301378883421421,0.031649325,1.8933702,2.1448383
250,5020,-0.06539150327444077,-0.006681673228740692,-3.41524338722229,0.054408163,-0.029758445918560028,-0.0069078486412763596,0.059173714,2.222146,2.462574
251,5040,-0.08440986275672913,0.0016203057020902634,-4.823975563049316,0.030250413,-0.04878488928079605,-0.004240322858095169,0.0352843,2.2392204,2.4618876
252,5060,-0.057471562176942825,-0.0003048377111554146,-3.878772497177124,0.05336646,-0.029751380905508995,-0.00403380673378706,0.058708586,2.674713,2.8924072
253,5080,-0.09372246265411377,-0.0056917015463113785,-5.956500053405762,0.03402448,-0.04677465185523033,-0.007590158376842737,0.043786462,1.569301,1.8141234
254,5100,-0.09472750127315521,-0.00585818849503994,-4.365778923034668,0.037939996,-0.0441303476691246,-0.007056161295622587,0.050869785,1.7998008,2.028311
255,5120,-0.07383841276168823,-0.004874221980571747,-5.2452850341796875,0.035001114,-0.0396689772605896,-0.005697158165276051,0.045799367,1.4929571,1.7136159
256,5140,-0.10496456921100616,-0.015711504966020584,-4.038277626037598,0.031967476,-0.055875979363918304,-0.01168836373835802,0.036386006,1.9518094,2.1841466
257,5160,-0.07156512886285782,-0.00045079272240400314,-5.383619785308838,0.06999534,-0.0408906564116478,-0.0040011899545788765,0.07565997,3.0542426,3.2402468
258,5180,-0.11043231189250946,-0.0141775943338871,-3.3138914108276367,0.05700348,-0.05599714815616608,-0.010595629923045635,0.06171741,2.174058,2.4005044
259,5200,-0.12583337724208832,0.015569213777780533,-4.873957633972168,0.017557207,-0.05981503427028656,-0.0009420258575119078,0.027911052,1.5797374,1.8224275
260,5220,-0.06878650188446045,-0.020587753504514694,-4.949097633361816,0.037884288,-0.03717375174164772,-0.010935266502201557,0.04997477,1.6876482,1.9103622
261,5240,-0.11570865660905838,0.012071529403328896,-5.003537178039551,0.062457222,-0.062157776206731796,-0.0027115875855088234,0.070898496,1.6961857,1.9422898
262,5260,-0.10587215423583984,0.008786452002823353,-4.227209568023682,0.088173494,-0.050485651940107346,-0.0024062683805823326,0.090008505,3.049804,3.2491577
263,5280,-0.09851855784654617,-0.019479524344205856,-2.7399349212646484,0.024829216,-0.0473845936357975,-0.01267809234559536,0.03298137,1.7634457,1.9747381
264,5300,-0.08898814022541046,0.007403023540973663,-5.8185858726501465,0.050080374,-0.04601234197616577,-0.0017267995281144977,0.05941177,1.5378567,1.7654349
265,5320,-0.1022493913769722,0.0029788389801979065,-5.659514427185059,0.071266994,-0.0483083575963974,-0.004398426041007042,0.07427719,1.7245574,1.9534454
266,5340,-0.1130317747592926,-0.001277448609471321,-4.315426349639893,0.05110282,-0.06049880385398865,-0.007202559150755405,0.061384354,3.2685652,3.4579246
267,5360,-0.07833762466907501,0.007973343133926392,-3.4031996726989746,0.03739987,-0.04180018976330757,-0.0033976722043007612,0.04304444,1.6658618,1.8896931
268,5380,-0.07362785935401917,-0.010772661305963993,-2.955364227294922,0.020682385,-0.03988734632730484,-0.008598080836236477,0.02746496,1.5543916,1.8049302
269,5400,-0.09271480143070221,-0.001726013608276844,-3.4993908405303955,0.03889844,-0.05120372772216797,-0.004877686500549316,0.045393173,2.2954447,2.5117178
270,5420,-0.13662587106227875,0.01570277288556099,-4.804052829742432,0.07551579,-0.05551496893167496,-0.0003836263495031744,0.08278557,2.086091,2.3031588
271,5440,-0.142483651638031,0.02760394476354122,-4.4633965492248535,0.03249666,-0.06440931558609009,0.0008350463467650115,0.039002348,1.9025453,2.1289287
272,5460,-0.07782875746488571,0.0019170287996530533,-2.7986462116241455,0.03033669,-0.037928272038698196,-0.00339759630151093,0.040079586,1.6588359,1.8869691
273,5480,-0.12650226056575775,0.005378825590014458,-4.291896820068359,0.02614239,-0.06154477223753929,-0.004846503958106041,0.036004536,1.5752134,1.8283693
274,5500,-0.0983966588973999,-0.0013116830959916115,-5.2523016929626465,0.04597816,-0.05552351102232933,-0.0043325223959982395,0.05125972,1.4816769,1.7212749
275,5520,-0.1268911361694336,0.00907223206013441,-4.637622356414795,0.029367179,-0.05247953534126282,-0.002351412083953619,0.035400018,1.8835883,2.1205587
276,5540,-0.09629566967487335,0.01540499646216631,-5.154447555541992,0.07422989,-0.050342459231615067,3.0411360057769343e-05,0.07706072,1.7459389,1.9573784
277,5560,-0.0733642503619194,-0.0024615470319986343,-5.133693218231201,0.053442396,-0.042408183217048645,-0.0050147222355008125,0.05848609,1.6512679,1.8817257
278,5580,-0.07774463295936584,0.00047457125037908554,-4.297070026397705,0.042781964,-0.041817501187324524,-0.004107140004634857,0.047184695,1.8577533,2.1046891
279,5600,-0.10484869033098221,0.0011909352615475655,-5.059511184692383,0.0804832,-0.046208493411540985,-0.003941867500543594,0.08431479,2.4772341,2.6953473
280,5620,-0.06259716302156448,-0.0009766677394509315,-4.86527156829834,0.036648985,-0.028812408447265625,-0.004252631217241287,0.043113507,1.6163864,1.8265134
281,5640,-0.130126491189003,0.028264133259654045,-6.188398361206055,0.08217079,-0.06004372239112854,0.0039553395472466946,0.091064215,2.3479683,2.5458286
282,5660,-0.08291389048099518,0.0058147599920630455,-4.529881477355957,0.05917216,-0.043451592326164246,-0.002170816995203495,0.063366,2.3259606,2.5344372
283,5680,-0.07302793115377426,-0.01240865234285593,-5.10829496383667,0.03943681,-0.03873336687684059,-0.009227083064615726,0.044353046,1.8201742,2.0496678
284,5700,-0.13994139432907104,-0.016103247180581093,-4.841030597686768,0.04008983,-0.05570056289434433,-0.011061458848416805,0.04825028,1.5309758,1.7717295
285,5720,-0.10556648671627045,0.005072588101029396,-4.714414596557617,0.046602104,-0.053202711045742035,-0.002807965036481619,0.051176112,1.9286914,2.1495821
286,5740,-0.06392601132392883,-0.0005219876766204834,-4.007410049438477,0.024906686,-0.036961495876312256,-0.00506506348028779,0.03330643,1.6429962,1.886295
287,5760,-0.08166396617889404,0.0007861880585551262,-3.1531615257263184,0.013802676,-0.034494176506996155,-0.004647332709282637,0.019933464,1.2931435,1.5228921
288,5780,-0.09571345150470734,0.0061790961772203445,-4.358331680297852,0.04092472,-0.047606851905584335,-0.003271298948675394,0.052567482,1.6939906,1.8970238
289,5800,-0.10479985177516937,0.030971813946962357,-4.448616027832031,0.055873882,-0.05117882788181305,0.003303972538560629,0.06463109,1.9559238,2.176452
290,5820,-0.0801297277212143,0.0072106858715415,-5.7301836013793945,0.050917357,-0.04394581913948059,-0.0012012417428195477,0.056813005,2.2895558,2.500118
291,5840,-0.07469776272773743,-0.00806336384266615,-3.699558734893799,0.0145736765,-0.04081809148192406,-0.00709401024505496,0.023955507,1.646523,1.8742679
292,5860,-0.09044671058654785,0.003734421916306019,-3.8987340927124023,0.039628882,-0.05180547013878822,-0.003890781197696924,0.043298606,2.2942986,2.515333
293,5880,-0.13416141271591187,0.03744644671678543,-5.0738983154296875,0.10441922,-0.07366522401571274,0.0074702980928123,0.10672638,3.5711565,3.7314913
294,5900,-0.07683952152729034,-0.005082250572741032,-4.649821758270264,0.02490457,-0.04289614036679268,-0.006742475554347038,0.03645145,1.4524785,1.6952664
295,5920,-0.102662093937397,-0.010587763972580433,-4.62348747253418,0.0484126,-0.04676973447203636,-0.008474363014101982,0.05794449,2.786926,2.9683557
296,5940,-0.0831102654337883,-0.00956309586763382,-3.9432525634765625,0.012043929,-0.04402116313576698,-0.007822326384484768,0.019844348,1.5799286,1.8013257
297,5960,-0.08208024501800537,0.006633714772760868,-5.329673767089844,0.057788175,-0.03526972606778145,-0.0013864393113180995,0.06274121,2.4345765,2.6417224
298,5980,-0.10103511810302734,-0.0025080423802137375,-5.171175956726074,0.053232227,-0.051470112055540085,-0.006250579375773668,0.057685927,1.7352247,1.9463087
299,6000,-0.10013420879840851,0.014331813901662827,-5.364424705505371,0.020556537,-0.043504439294338226,-0.0007554462063126266,0.02531215,1.6979991,1.913468
300,6020,-0.13366290926933289,0.018046800047159195,-5.222408294677734,0.05404437,-0.05950396880507469,0.001631216611713171,0.057426073,2.037469,2.2608764
301,6040,-0.07763737440109253,-0.008493436500430107,-4.906630516052246,0.021033714,-0.03860408812761307,-0.007578609976917505,0.029055187,1.4073286,1.6515661
302,6060,-0.09341517835855484,0.004346652887761593,-4.621999263763428,0.042318664,-0.04236338660120964,-0.0035281707532703876,0.04614784,1.6548941,1.8547995
303,6080,-0.08277571201324463,0.015298907645046711,-6.063610076904297,0.047734164,-0.04327762499451637,0.0010508083505555987,0.05600396,1.8552366,2.0467095
304,6100,-0.08030997961759567,0.01365392841398716,-4.674950122833252,0.0496885,-0.040078334510326385,-0.001244284212589264,0.05427067,1.6602134,1.8514692
305,6120,-0.05469001829624176,-0.0011059306561946869,-5.636900424957275,0.0149809355,-0.03366373851895332,-0.004300368949770927,0.022340912,1.3309753,1.5726228
306,6140,-0.08328855037689209,0.016477487981319427,-5.80318546295166,0.062353864,-0.047352809458971024,0.001457074424251914,0.06908551,1.8671185,2.043991
307,6160,-0.08828939497470856,0.011121627874672413,-4.051133155822754,0.06462686,-0.047358449548482895,-0.0011264740023761988,0.0674333,1.9492974,2.16383
308,6180,-0.07417400181293488,-0.001508447341620922,-4.1106977462768555,0.048061,-0.042358770966529846,-0.005472826771438122,0.052869126,1.8033593,2.0182106
309,6200,-0.06326610594987869,-0.009422671981155872,-4.421384334564209,0.021970045,-0.031961943954229355,-0.007182940375059843,0.02804472,1.3465763,1.5669633
310,6220,-0.07106902450323105,-0.0008754068985581398,-4.003830432891846,0.035436388,-0.03883828967809677,-0.004430714529007673,0.04016435,1.7142464,1.9350227
311,6240,-0.10940898954868317,0.028031278401613235,-3.6162986755371094,0.063187025,-0.05506786331534386,0.0032370085828006268,0.06712095,2.219602,2.4303846
312,6260,-0.07402903586626053,0.0015422692522406578,-4.789862155914307,0.051627498,-0.04181713983416557,-0.0030785195995122194,0.058962297,1.8693018,2.0847633
313,6280,-0.0805477723479271,0.014532424509525299,-6.315938472747803,0.054162715,-0.04704258590936661,0.0006003581802360713,0.059911452,2.1791837,2.403196
314,6300,-0.07899215072393417,-7.506459951400757e-05,-3.3285632133483887,0.018980125,-0.0428408719599247,-0.004278955049812794,0.02522278,1.5285101,1.7533183
315,6320,-0.08079544454813004,0.010550936684012413,-4.958029747009277,0.04599876,-0.04130265489220619,-0.0003137222374789417,0.053467106,1.4481132,1.6598527
316,6340,-0.07262532413005829,-0.000688399188220501,-3.8273701667785645,0.021698266,-0.045649219304323196,-0.0041938843205571175,0.027297141,1.6397551,1.8638994
317,6360,-0.08807510882616043,0.011534462682902813,-3.9989848136901855,0.05934625,-0.043711014091968536,-0.0005864361301064491,0.0649472,1.8166591,2.0502603
318,6380,-0.07201724499464035,0.0017123343423008919,-3.1607024669647217,0.04665106,-0.03658678010106087,-0.004574471153318882,0.05038763,1.7914158,2.0388143
319,6400,-0.05787333846092224,-0.00785213802009821,-3.418975830078125,0.012296081,-0.03264736756682396,-0.00794722605496645,0.018228862,1.5957971,1.8265932
320,6420,-0.08358154445886612,-0.0015642782673239708,-3.7694926261901855,0.023160327,-0.04322585463523865,-0.0044037760235369205,0.030447243,1.443149,1.6446196
321,6440,-0.09294170141220093,0.0019296947866678238,-4.245898246765137,0.018881457,-0.040304142981767654,-0.0038654408417642117,0.026315963,1.8123872,2.0302532
322,6460,-0.09042476117610931,0.024753622710704803,-5.372681140899658,0.0747655,-0.04148225113749504,0.0035991664044559,0.07917176,2.328074,2.5385795
323,6480,-0.0831901952624321,0.0007000146433711052,-3.543609857559204,0.025013518,-0.03581913188099861,-0.00410804245620966,0.03592408,1.5909358,1.8070749
324,6500,-0.08474952727556229,0.009200189262628555,-6.309053897857666,0.06363325,-0.05035265535116196,-8.096003148239106e-05,0.07002274,1.5755366,1.7871317
325,6520,-0.07125700265169144,-0.008990563452243805,-3.739474296569824,0.041078538,-0.038732897490262985,-0.007014880422502756,0.045704108,1.9420726,2.1567147
326,6540,-0.08520457148551941,0.021264662966132164,-4.256529808044434,0.024624668,-0.04088139906525612,0.0007539005018770695,0.030588536,1.6752515,1.870138
327,6560,-0.08431965112686157,0.0047560567036271095,-4.414446830749512,0.039557006,-0.04259147495031357,-0.0023925784043967724,0.045328427,1.8535172,2.0722804
328,6580,-0.09715958684682846,0.019858885556459427,-4.388388633728027,0.03379294,-0.05153639242053032,0.002503972267732024,0.039210934,1.4407157,1.653012
329,6600,-0.05969426780939102,-0.017560485750436783,-3.802896022796631,0.03803798,-0.03219936788082123,-0.010926374234259129,0.044488814,1.469479,1.6606137
330,6620,-0.0802312046289444,0.008883554488420486,-3.804380178451538,0.014520095,-0.04053269326686859,-0.0012341859983280301,0.026400983,1.4712349,1.6957058
331,6640,-0.08777178078889847,0.015404690988361835,-5.517053127288818,0.062534906,-0.04467262327671051,0.0008703994681127369,0.066747226,2.2094734,2.3929403
332,6660,-0.07577162981033325,0.015197132714092731,-5.399470806121826,0.06340157,-0.035970889031887054,0.0005376735352911055,0.094674125,1.5202714,1.7553308
333,6680,-0.09841759502887726,0.03943171352148056,-4.8711724281311035,0.054467745,-0.05054822936654091,0.0055208527483046055,0.05664906,1.8162677,2.0053794
334,6700,-0.07575275003910065,-0.0044887373223900795,-5.173412322998047,0.018318621,-0.03536929190158844,-0.005852287635207176,0.02753493,1.5176059,1.7381277
335,6720,-0.07672803103923798,-0.01123850792646408,-5.0776190757751465,0.016912164,-0.04574107751250267,-0.008688902482390404,0.028343413,1.5229267,1.7529651
336,6740,-0.08301515877246857,-0.004379065707325935,-6.430498123168945,0.03282523,-0.046703506261110306,-0.005080593284219503,0.03788652,1.5153869,1.728454
337,6760,-0.1010817363858223,0.03523129224777222,-6.286959171295166,0.08132701,-0.06303894519805908,0.006758465431630611,0.098461665,1.8053659,1.9807923
338,6780,-0.11440366506576538,0.03231555223464966,-5.0376152992248535,0.053306386,-0.059072889387607574,0.005288246087729931,0.07128321,1.6083412,1.7917973
339,6800,-0.08382431417703629,0.004859660752117634,-6.414378643035889,0.03087616,-0.044940825551748276,-0.0022008090745657682,0.03836088,1.6244347,1.8253906
340,6820,-0.07716947793960571,0.026022782549262047,-4.9161248207092285,0.06405614,-0.039058882743120193,0.002955926349386573,0.06624978,2.4933727,2.6757035
341,6840,-0.06733806431293488,0.005416729487478733,-4.725799560546875,0.01572053,-0.02919253148138523,-0.0020076504442840815,0.021776602,1.4179715,1.6206236
342,6860,-0.09624158591032028,0.011906522326171398,-6.1986565589904785,0.036171462,-0.0499565452337265,-8.798662747722119e-05,0.042172115,1.3429204,1.5554059
343,6880,-0.05669320374727249,-0.0007333206012845039,-4.200693130493164,0.025116192,-0.0249018594622612,-0.00441323546692729,0.03376857,2.278716,2.4692798
344,6900,-0.11903458833694458,0.03534224256873131,-5.643441677093506,0.09098703,-0.04093414917588234,0.004262087866663933,0.09464781,3.0302289,3.2152722
345,6920,-0.10031845420598984,-0.0010334961116313934,-3.899325370788574,0.026678463,-0.05433773249387741,-0.005420822184532881,0.037596714,1.5744368,1.7721283
346,6940,-0.13111960887908936,0.04447225481271744,-4.38973331451416,0.031947993,-0.04876529797911644,0.009620540775358677,0.041393686,1.4607238,1.6686676
347,6960,-0.10096946358680725,0.039352044463157654,-5.875321388244629,0.0816809,-0.04605056717991829,0.007649618666619062,0.08969922,2.034982,2.1962054
348,6980,-0.08414249867200851,-0.00040307361632585526,-3.9309966564178467,0.01794301,-0.040350914001464844,-0.005801400635391474,0.03002746,1.4545277,1.6599491
349,7000,-0.06454196572303772,-0.005152521654963493,-6.621804714202881,0.021782827,-0.02560492604970932,-0.006287566386163235,0.03450449,1.3457249,1.5530329
350,7020,-0.0637921541929245,-0.0023162541911005974,-6.2265543937683105,0.038177703,-0.035332851111888885,-0.0052435798570513725,0.04504815,2.0462706,2.2322571
351,7040,-0.08652123063802719,0.015589699149131775,-6.398232460021973,0.062228687,-0.04909807816147804,0.0008160242578014731,0.06622667,1.8280023,1.9910485
352,7060,-0.06345003843307495,-0.003429003991186619,-6.575736045837402,0.019420758,-0.03540375828742981,-0.0057101002894341946,0.027406415,1.382001,1.5734488
353,7080,-0.07508806139230728,0.016426656395196915,-5.7464189529418945,0.072522566,-0.0410219244658947,0.002078244462609291,0.07784474,3.8609715,3.9884381
354,7100,-0.07858188450336456,0.00899519119411707,-6.316499710083008,0.057198655,-0.043624963611364365,0.0002098663680953905,0.070737705,1.4167078,1.6010768
355,7120,-0.07486152648925781,-0.006111049093306065,-4.689041614532471,0.014169432,-0.03123830072581768,-0.006749322637915611,0.022982351,1.3206154,1.5216959
356,7140,-0.07618681341409683,0.007066315971314907,-5.645650386810303,0.02847479,-0.037393782287836075,-0.0022115034516900778,0.03458357,1.5518614,1.760758
