URef,PLExp,IECturbc,WaveHs,WaveTp,WaveDir,TwrBsMyt_[kN-m] mean,TwrBsMyt_[kN-m] max,TwrBsMyt_[kN-m] stddev,TwrBsMyt_[kN-m] ST_DEL,RootMyb1_[kN-m] mean,RootMyb1_[kN-m] max,RootMyb1_[kN-m] stddev,RootMyb1_[kN-m] ST_DEL,RootMxb1_[kN-m] mean,RootMxb1_[kN-m] max,RootMxb1_[kN-m] stddev,RootMxb1_[kN-m] ST_DEL,YawBrMyn_[kN-m] mean,YawBrMyn_[kN-m] max,YawBrMyn_[kN-m] stddev,YawBrMyn_[kN-m] ST_DEL
-0.6590001672232993,-0.2569310179832045,-0.5010568767885198,-0.29700346300692154,0.6156407606494585,-0.9392706346189825,0.24943255302476655,0.08640570933654752,-0.22377953112959592,-0.5883133715024774,0.4769726987940325,-0.08960619224284155,-0.9840651058525689,-0.840582803733723,0.9583910360732877,0.11001164090086285,0.23637790693474056,0.2474715339054199,-0.2899858803323357,-0.7045919867306689,-0.924601805437988,-0.9979129464270731
0.36225367176493056,0.6632370786965317,-0.3536227471348843,0.892506056324189,-0.9495884518452228,-1.3829151075293866,0.5013999695047741,1.3620557286426522,0.2885796695445792,0.184564335944624,0.18640216129599774,1.2707303416407223,1.8987361040410968,1.6599651933241832,-0.49829514376843553,0.7859931949618464,0.4029044794207861,0.48213122512354345,1.705089095231518,1.1435901563926902,0.10572120488083812,0.15775181424048362
0.23179737547032203,0.6859817807905505,-0.8821126182668995,-1.1500860475777184,-0.06221441011595483,1.0931632548231676,0.7178065806825811,-0.5532175557689347,-1.2626934897067719,-1.2866325409292576,0.46028938538301656,0.29554558822088683,1.3244972827998795,0.9167850212840143,-0.49193569909292695,-0.7465642185437543,0.4506188392253153,0.5076831935778329,1.623061450345652,0.46528532394186684,-1.3014373973702509,-1.266294042187693
0.3565598694065076,0.019897827599475556,-0.2459143445630281,0.0694615909284204,0.46158276729368286,-0.4055664412130743,0.6127651412417925,0.9146687904330729,0.18776692926184485,0.029005818102990306,0.43610217486435743,1.324709776373477,0.7009384222144981,1.0514749968530757,-0.5192883355501832,0.9258849735113439,0.24151324995815096,0.32406981106272925,0.7759471074244626,0.6458611299537066,0.30970585307190257,0.37987760727476655
1.5591902530172967,-0.824367416710945,-0.8800659029015888,-0.14681286713178135,-0.18546080480057534,1.457136281818639,-0.48731678356305563,-1.215080955454813,-1.126921208244309,-0.9673219704299756,-0.738436781343682,-1.3787658897874249,-1.0387958030474709,-1.0394844760938344,-1.438109254511536,-1.3795533516545537,-0.5628567963872687,-0.5254951148739582,-0.774401804199673,-1.0770023136698121,-0.8641808524045468,-0.7751959485356608
0.4573608156473204,-0.886678711887071,-0.6850723782765731,0.8023916987991049,-0.13616224692672713,-1.5849381357481425,0.28816001676906083,-0.5294179114571435,-0.9510327238996411,-0.8807090278340418,0.39993228473653847,-0.4909406247631714,-1.2243338816709934,-1.1287282287350675,-0.940413667927395,-0.8652175702455213,-0.1096625255244946,-0.05272795971341771,-0.8674301651058226,-1.0537234528257802,-0.6669521053427498,-0.7135328108574782
-0.18677849636130306,1.0143254727035282,-0.928573370269902,0.9285517993342225,-1.5596581055340943,0.827775124429081,1.9152214492477406,0.6382574182209355,-0.8479025293442205,-1.1577536765421637,1.6531363332748097,1.1754082407353035,1.1440307324751966,0.7321418050402126,1.2634038204781979,0.5948965404589548,1.0844686001495085,1.0756049080851728,1.7809723698591378,0.5249080702088146,-1.3053704311661618,-1.3405597359936519
1.448978261514885,-0.500613629433394,-0.50917566368085,0.8444450656441432,0.19044069898751748,0.2699603754251081,-0.35288843857802993,-0.5348696012246297,-0.43199863422344037,-0.22722094998785694,-0.7076797760674411,-0.4127092439892148,0.37450028622981385,0.4699190366205526,-1.266429266514833,-0.439092258461127,-0.3657861400135757,-0.24136538808351043,0.1400983865612806,0.6079888118573774,0.785803574870358,0.9007090655243098
-0.04962258844804379,0.7164977058196672,-0.10477338889134817,-0.9217963418475051,2.6307193137430054,-1.4877128871146192,1.1708355433042272,1.4098455703740116,0.28480629760125314,-0.02869970321197223,0.9449500073775614,1.6145810848985702,1.3981462957291577,1.45741298978693,0.4258152089016888,1.2469322215246523,0.7537096734088251,0.8509115898920983,1.5296754766920122,1.3988978330895856,0.7547259201328874,0.5326292789614328
-0.47713838389175395,-0.8435534328634834,-0.6984958740978398,-1.0840021853926567,-1.1282957241379226,-1.1895718426822621,1.3262010993321414,0.24749471027946318,-0.653081276253112,-1.0354442200343588,1.56953058698589,0.061143080582745105,-1.4355296299288616,-1.512751821154759,1.6638275198172963,0.12522913260809032,0.041611430660590185,0.06508251457724147,-0.6594419725606393,-1.2458019899463524,-1.2687413071873697,-1.285968680321571
