4.855318696946836488e-01,7.168830517683735248e-01,-1.687242427018570190e+00,-1.297367041256721754e+00,-1.648421375687738388e+00,-4.507980207543330620e-01,1.074620897979872591e+00
1.676119797711920878e+00,9.129436976303887397e-01,-4.458474460654222038e-01,-1.600098684333063126e+00,5.650441608475763600e-01,-1.234806037931269855e-02,1.167980995081869144e+00
-8.233895125710563034e-01,1.238917995607158096e+00,5.419596600748404214e-01,-1.202022466844695492e+00,-1.951450726830013804e-01,-1.172461089911689180e+00,1.213714773527012847e+00
2.320660348879065304e-01,-7.483020973954204180e-01,9.870430229807893030e-02,1.607543439863915236e+00,-4.718727749423578532e-01,-1.643595449717249357e+00,-9.451812608788019432e-01
-4.023856600941479456e-01,7.444612382714820287e-01,1.304161268657223927e+00,1.678880836140701716e+00,6.366365011995809287e-01,4.635618175958772236e-01,-7.564467882754209727e-02
-1.000428419778894185e+00,-6.796467359209542591e-01,6.432467438291504525e-02,-3.381819784894223302e-01,-1.496687905493101711e+00,-8.098702363432066509e-01,-9.739452557075627404e-01
-3.188068356541060022e-01,1.482069928807322023e+00,-8.465762756072536116e-03,6.099674835757128155e-02,-1.190393532620721007e-01,-8.322033425994738165e-01,1.658134354705927072e+00
7.655349796760225756e-01,-1.342971110018729819e+00,-4.792759734344968076e-02,-3.640684521657352457e-01,-9.589438957390306051e-01,-1.474881622498536826e+00,-1.627739678821694236e+00
-4.120501696612431375e-01,-3.308287890426966915e-01,1.152674099672495178e-01,1.709411022927089796e+00,-1.055352780270417012e+00,-1.934254842787941353e-02,-2.276708986762295273e-01
-3.143530199788555635e-01,7.419306255821723761e-01,1.002102809140731354e+00,-1.134132117506754245e+00,1.481900731734622445e+00,6.119033775564091115e-01,-2.916693303176548513e-01
-1.067509838760439367e+00,-1.162425849643104803e+00,-4.120202232317988766e-01,9.494268912935177607e-01,8.031407247112402059e-01,-1.563605972222666285e+00,-1.584092169745612066e+00
1.144797877024278376e+00,-5.196353265554713996e-01,-7.952335019701504970e-02,-1.618789333928657870e+00,1.038107261301182804e+00,-1.507518854530653485e+00,5.193582521172888100e-01
-7.256447002094272569e-02,-9.162855932002630377e-01,9.932847723668496442e-01,-1.653050045875160246e+00,1.151911575684414712e+00,1.110600560837214257e+00,-3.159630426732381037e-01
5.550590908828771930e-01,5.435580139497354635e-01,-1.048295068062341295e+00,-6.489148575686752851e-01,1.698060900243566484e+00,-1.608778481358870804e+00,4.111856454178094422e-01
