,URef,PLExp,IECturbc,TwrBsMxt_[kN-m] mean,TwrBsMxt_[kN-m] min,TwrBsMxt_[kN-m] max,TwrBsMxt_[kN-m] stddev,TwrBsMxt_[kN-m] ST_DEL,TwrBsMxt_[kN-m] LT_DEL,TwrBsMyt_[kN-m] mean,TwrBsMyt_[kN-m] min,TwrBsMyt_[kN-m] max,TwrBsMyt_[kN-m] stddev,TwrBsMyt_[kN-m] ST_DEL,TwrBsMyt_[kN-m] LT_DEL,TwrBsMzt_[kN-m] mean,TwrBsMzt_[kN-m] min,TwrBsMzt_[kN-m] max,TwrBsMzt_[kN-m] stddev,TwrBsMzt_[kN-m] ST_DEL,TwrBsMzt_[kN-m] LT_DEL,RootMyb1_[kN-m] mean,RootMyb1_[kN-m] min,RootMyb1_[kN-m] max,RootMyb1_[kN-m] stddev,RootMyb1_[kN-m] ST_DEL,RootMyb1_[kN-m] LT_DEL,RootMxb1_[kN-m] mean,RootMxb1_[kN-m] min,RootMxb1_[kN-m] max,RootMxb1_[kN-m] stddev,RootMxb1_[kN-m] ST_DEL,RootMxb1_[kN-m] LT_DEL,YawBrMxn_[kN-m] mean,YawBrMxn_[kN-m] min,YawBrMxn_[kN-m] max,YawBrMxn_[kN-m] stddev,YawBrMxn_[kN-m] ST_DEL,YawBrMxn_[kN-m] LT_DEL,YawBrMyn_[kN-m] mean,YawBrMyn_[kN-m] min,YawBrMyn_[kN-m] max,YawBrMyn_[kN-m] stddev,YawBrMyn_[kN-m] ST_DEL,YawBrMyn_[kN-m] LT_DEL,YawBrMzn_[kN-m] mean,YawBrMzn_[kN-m] min,YawBrMzn_[kN-m] max,YawBrMzn_[kN-m] stddev,YawBrMzn_[kN-m] ST_DEL,YawBrMzn_[kN-m] LT_DEL
2201,13.63482750836988,0.5666387273706823,5.156999168044768,22015.809,18104.908,27197.688,1417.534,2099.928,2819.022,71724.133,53581.301,90019.398,5810.301,6565.073,8813.202,5680.171,857.07,9959.971,1345.667,1568.841,2106.072,19707.352,5009.874,32704.277,7825.821,17383.064,22635.303,111.151,-14561.029,14684.826,9832.727,20432.33,28421.227,12608.278,12129.78,13071.521,137.86,165.502,222.176,-33775.453,-38596.605,-29480.721,1413.276,1714.453,2301.547,5680.222,857.106,9959.979,1345.67,1568.846,2106.078
2202,6.829815768092062,0.0781696967063564,26.97075510910197,6041.786,-12370.577,20892.984,5136.307,8693.345,13824.081,43911.516,-36113.715,106859.102,32083.305,21259.258,33806.285,868.396,-8320.417,10050.059,2410.714,2882.384,4583.542,18222.307,4174.691,31486.568,5450.953,12223.932,16889.438,1637.919,-14279.312,17573.357,9698.794,19969.773,29914.275,5267.779,1101.509,8720.281,1630.705,1042.023,1657.016,-46742.492,-54379.922,-38939.078,2791.355,2884.542,4586.973,868.444,-8320.341,10049.994,2410.698,2882.377,4583.531
2203,21.664257356369728,0.2022785130350482,15.6853875270384,20163.396,-19521.838,54208.238,12624.023,20192.277,14881.297,31545.268,-29121.979,95241.109,18995.963,29057.799,21415.006,1578.705,-18767.07,19946.812,5738.791,6951.86,5123.379,11518.233,-8510.971,30232.369,6996.198,18962.861,20017.52,-447.353,-18238.668,17571.352,9166.216,19155.588,20496.443,12139.212,9668.056,14428.844,729.059,947.083,697.981,-41336.738,-61040.328,-24443.656,5141.335,6129.311,4517.177,1578.765,-18766.246,19946.018,5738.755,6951.771,5123.313
2204,16.274002989785693,0.3463627387702088,9.7903349181413,21189.467,9895.809,33983.824,3908.549,6037.044,6957.388,52990.848,23337.902,88338.758,10272.575,13081.417,15075.673,3478.597,-3811.455,12787.958,2673.191,3167.922,3650.87,16330.0,-1186.369,31391.533,6827.057,16707.369,20623.994,-370.551,-15427.752,14440.232,9460.389,19659.947,25580.744,12361.13,11526.568,13425.657,309.042,385.875,444.702,-37397.902,-47108.102,-27031.195,2912.098,3382.528,3898.193,3478.661,-3811.755,12788.306,2673.192,3167.93,3650.88
2205,8.39859887938579,0.4755001556559102,11.150136823144155,10523.956,6496.838,14596.403,1497.203,1607.676,2572.746,79332.977,43332.695,116787.117,19653.25,11861.928,18982.518,3072.891,-4292.75,7939.957,1627.279,1901.201,3042.472,23005.9,12241.714,34836.957,4644.667,11030.619,15274.478,2046.368,-13045.0,17965.832,10016.94,20713.738,31114.77,7092.501,5154.93,9038.168,1000.622,590.08,944.298,-39762.535,-44959.215,-33173.184,1932.599,1950.143,3120.794,3072.94,-4292.741,7940.153,1627.284,1901.21,3042.486
2206,6.122270327696494,1.1546616008262047,23.559970383892967,10558.348,814.952,17303.43,2884.451,3756.328,5954.941,37152.941,-13448.146,86141.18,21421.953,14764.759,23406.707,3109.686,-3795.021,9085.51,1766.157,2165.879,3433.588,15819.285,5113.946,32701.582,5869.183,13187.806,18201.594,1478.002,-14704.335,16681.953,9989.27,20512.74,30686.318,5131.144,2663.399,7718.75,1131.438,664.527,1053.481,-37660.445,-46092.633,-29647.471,3074.153,2641.894,4188.218,3109.72,-3795.029,9085.698,1766.161,2165.879,3433.588
2207,5.136915114431098,-0.0790035696487703,61.16186664760906,2724.213,-30206.359,36924.562,9650.775,16726.146,25214.297,3991.941,-97887.344,103308.578,39178.633,49439.164,74528.445,-422.557,-14987.51,14368.394,4071.972,4764.404,7182.233,11975.679,-520.463,35340.301,5894.076,15661.567,21238.314,1073.541,-16026.299,18323.592,9510.933,19499.688,28535.381,3325.819,-103.549,8496.787,1765.375,1404.641,2117.466,-50645.617,-63348.637,-40031.859,3428.285,4004.082,6036.064,-422.461,-14987.514,14368.428,4071.864,4764.311,7182.093
2208,14.11214381982434,0.1065603771892497,8.782847020049271,14342.748,6386.746,21427.996,2426.864,3829.722,5292.606,65028.367,43615.234,96739.352,8430.403,10929.888,15104.906,-149.179,-5990.912,6984.131,1865.121,2169.243,2997.854,20236.635,11046.074,29368.92,2936.377,8199.329,10785.77,-59.462,-14354.662,14366.811,9494.89,19726.1,27789.598,11814.705,11174.267,12625.045,207.672,248.113,342.887,-44816.855,-50034.297,-38050.418,1839.968,2151.957,2973.965,-149.083,-5990.69,6984.284,1865.125,2169.255,2997.871
2209,12.86859331298953,0.68917197926582,18.962532719574288,23352.428,7816.01,36726.477,4866.203,6318.0,8530.001,74135.68,21374.059,156214.625,21103.338,22345.541,30168.961,6983.828,-3655.386,19861.947,3554.905,4042.029,5457.188,19869.867,-5395.427,42012.746,9838.016,24110.602,31458.236,471.861,-16069.754,18697.977,9993.389,20779.51,28976.316,12692.638,9161.162,14207.405,580.681,674.964,911.277,-31794.842,-45203.57,-17547.957,4111.975,4312.178,5821.919,6983.858,-3655.743,19862.227,3554.909,4042.036,5457.197
2210,4.857095134237905,1.4356315214555375,84.71339421007063,9823.959,-24497.074,45472.477,10622.136,18877.752,29695.971,35924.176,-95255.242,151441.5,49578.957,43548.988,68505.484,3611.698,-10617.979,19568.633,4827.459,5233.885,8233.253,15878.339,-1709.283,45529.059,8687.259,21267.945,29274.137,1502.147,-16190.528,21304.77,10133.034,20998.629,31306.832,5451.751,791.006,13777.335,2716.886,1860.646,2926.921,-39548.262,-57310.242,-21467.891,5625.033,5088.861,8005.121,3611.67,-10618.171,19568.75,4827.437,5233.833,8233.172
