epoch,cgan,pearson,epoch,wcgan
,,,5950,-0.167251393198967
,,,6000,-0.14861886203289
,,,6050,-0.160940051078796
,,,6100,-0.180616050958633
,,,6150,-0.14818412065506
,,,6200,-0.144987359642982
,,,6250,-0.149308770895004
,,,6300,-0.168486818671227
,,,6350,-0.128381714224815
,,,6400,-0.143069550395012
,,,6450,-0.137007772922516
,,,6500,-0.147980719804764
,,,6550,-0.108671091496944
,,,6600,-0.113179869949818
,,,6650,-0.134488016366959
,,,6700,-0.155955761671066
,,,6750,-0.124059773981571
,,,6800,-0.118071228265762
,,,6850,-0.0692049041390419
,,,6900,-0.10818012803793
,,,6950,-0.0981132313609123
,,,7000,-0.107868447899818
,,,7050,-0.0866693556308746
,,,7100,-0.100408464670181
,,,7150,-0.11104516685009
,,,7200,-0.0804836601018906
,,,7250,-0.0669025033712387
,,,7300,-0.0775328427553177
,,,7350,-0.0735466405749321
,,,7400,-0.0526658296585083
,,,7450,-0.086472325026989
,,,7500,-0.0482032969594002
,,,7550,-0.0811275020241737
,,,7600,-0.0756789222359657
,,,7650,-0.0348106287419796
,,,7700,-0.0704585015773773
,,,7750,-0.0346241407096386
,,,7800,-0.063379742205143
,,,7850,-0.0343741327524185
,,,7900,-0.0476609766483307
,,,7950,-0.0133616020902991
,,,8000,-0.0486726053059101
,,,8050,-0.0731604248285294
,,,8100,-0.0311291944235563
,,,8150,-0.0187188200652599
,,,8200,-0.0502201654016972
,,,8250,-0.0478305406868458
,,,8300,-0.00534048769623041
,,,8350,-0.039358913898468
,,,8400,-0.0314684137701988
,,,8450,-0.0183443520218134
,,,8500,-0.0107636330649257
,,,8550,-0.0743401572108269
,,,8600,-0.0230625998228788
,,,8650,-0.00687391310930252
,,,8700,-0.00780265918001533
,,,8750,-0.0124194556847215
,,,8800,-0.0323973447084427
,,,8850,0.00525097269564867
,,,8900,-0.0103890020400286
,,,8950,-0.0156118962913752
,,,9000,-0.0109673226252198
,,,9050,0.00063701462931931
,,,9100,0.0158675108104944
,,,9150,0.0160804502665997
,,,9200,-0.00677028158679605
,,,9250,-0.0199138130992651
,,,9300,-0.0107972510159016
,,,9350,-0.00404220912605524
,,,9400,-0.00533539755269885
,,,9450,-0.0186748430132866
,,,9500,-0.0278444290161133
,,,9550,0.0113319577649236
,,,9600,0.015738183632493
,,,9650,-0.0120956404134631
,,,9700,-0.00865829922258854
,,,9750,-0.00828533340245485
,,,9800,0.00123843410983682
,,,9850,0.0244796723127365
,,,9900,0.0059521715156734
,,,9950,0.0333770774304867
,,,10000,0.0117568653076887
,,,10050,-0.0228959694504738
,,,10100,0.0171960592269897
,,,10150,0.0262591931968927
,,,10200,-0.00470188772305846
,,,10250,0.0388850681483746
,,,10300,0.0193130001425743
,,,10350,0.028465649113059
,,,10400,0.0374936237931252
,,,10450,0.0201494004577398
,,,10500,0.0608341358602047
,,,10550,0.0916727557778358
,,,10600,0.0601440258324146
,,,10650,0.0544170178472996
,,,10700,0.0359083339571953
,,,10750,0.0386802777647972
,,,10800,0.0330867879092693
,,,10850,0.0188062433153391
,,,10900,0.0323074609041214
,,,10950,0.0690606683492661
,,,11000,0.0653327628970146
,,,11050,0.0320364646613598
,,,11100,0.0502506867051125
,,,11150,0.0298155751079321
,,,11200,0.0740041807293892
,,,11250,0.0505051612854004
,,,11300,0.0526489950716496
,,,11350,0.0836552381515503
,,,11400,0.0710235312581062
,,,11450,0.0623742826282978
,,,11500,0.0782549902796745
,,,11550,0.0728231817483902
,,,11600,0.0550109520554543
,,,11650,0.054134801030159
,,,11700,0.0749253258109093
,,,11750,0.0380948074162006
,,,11800,0.0598107986152172
,,,11850,0.0552841313183308
,,,11900,0.0364568270742893
,,,11950,0.0701510533690453
,,,12000,0.0666941329836845
,,,12050,0.0683916136622429
,,,12100,0.100024215877056
,,,12150,0.087416872382164
,,,12200,0.0583665259182453
,,,12250,0.0597169436514378
,,,12300,0.0929195359349251
,,,12350,0.109715543687344
,,,12400,0.0571362152695656
,,,12450,0.102681539952755
,,,12500,0.115998856723309
,,,12550,0.0751050412654877
,,,12600,0.0828256085515022
,,,12650,0.102287627756596
,,,12700,0.0875571817159653
,,,12750,0.071973979473114
,,,12800,0.0922960937023163
,,,12850,0.121658645570278
,,,12900,0.0892794653773308
,,,12950,0.111809469759464
,,,13000,0.113568693399429
,,,13050,0.120634339749813
,,,13100,0.102084264159203
,,,13150,0.107266448438168
,,,13200,0.111361600458622
,,,13250,0.117671281099319
,,,13300,0.120138138532639
,,,13350,0.123979359865189
,,,13400,0.11726975440979
,,,13450,0.149339482188225
,,,13500,0.0948927402496338
,,,13550,0.116678416728973
,,,13600,0.119801588356495
,,,13650,0.087958924472332
,,,13700,0.132435336709023
,,,13750,0.119654752314091
,,,13800,0.152537792921066
,,,13850,0.132663816213608
,,,13900,0.12723046541214
,,,13950,0.136814311146736
,,,14000,0.112526245415211
,,,14050,0.136559218168259
,,,14100,0.138985186815262
,,,14150,0.135444059967995
,,,14200,0.162341296672821
,,,14250,0.142624542117119
,,,14300,0.15239205956459
,,,14350,0.159643188118935
,,,14400,0.13361544907093
,,,14450,0.146376058459282
,,,14500,0.144966557621956
,,,14550,0.151033356785774
,,,14600,0.162080615758896
,,,14650,0.150777921080589
,,,14700,0.157009765505791
,,,14750,0.159496024250984
,,,14800,0.16844342648983
,,,14850,0.143069982528687
,,,14900,0.156880229711533
,,,14950,0.15823794901371
,,,15000,0.183364138007164
,,,15050,0.15369188785553
,,,15100,0.1691525131464
,,,15150,0.169075399637222
,,,15200,0.165984287858009
,,,15250,0.16345725953579
,,,15300,0.155465185642242
,,,15350,0.186804190278053
,,,15400,0.17049840092659
,,,15450,0.183047592639923
,,,15500,0.167730689048767
,,,15550,0.189546346664429
,,,15600,0.180350959300995
,,,15650,0.145068496465683
,,,15700,0.185430720448494
,,,15750,0.201182410120964
,,,15800,0.193452209234238
,,,15850,0.191176205873489
,,,15900,0.224992915987968
,,,15950,0.219341367483139
,,,16000,0.214600399136543
,,,16050,0.187158480286598
,,,16100,0.215582743287086
,,,16150,0.21376571059227
,,,16200,0.203204125165939
,,,16250,0.225241273641586
,,,16300,0.219936117529869
,,,16350,0.223004147410393
,,,16400,0.218080401420593
,,,16450,0.225170463323593
,,,16500,0.214229613542557
,,,16550,0.217765852808952
,,,16600,0.239554211497307
,,,16650,0.222660794854164
,,,16700,0.231096759438515
,,,16750,0.257320910692215
,,,16800,0.24600675702095
,,,16850,0.23062789440155
,,,16900,0.246921554207802
,,,16950,0.262005209922791
,,,17000,0.249110117554665
,,,17050,0.254068583250046
,,,17100,0.234118208289146
,,,17150,0.245306372642517
,,,17200,0.247294828295708
,,,17250,0.251728445291519
,,,17300,0.250677764415741
,,,17350,0.232454508543015
,,,17400,0.250056177377701
,,,17450,0.243441194295883
,,,17500,0.216401770710945
,,,17550,0.290188819169998
,,,17600,0.259451270103455
,,,17650,0.269166737794876
,,,17700,0.272919982671738
,,,17750,0.273364871740341
,,,17800,0.264256328344345
,,,17850,0.278071969747543
,,,17900,0.279080390930176
,,,17950,0.27890357375145
,,,18000,0.254223078489304
,,,18050,0.269824355840683
,,,18100,0.29680922627449
,,,18150,0.300461679697037
,,,18200,0.293389499187469
,,,18250,0.280320763587952
,,,18300,0.284342527389526
,,,18350,0.28334441781044
,,,18400,0.281168162822723
,,,18450,0.287663012742996
,,,18500,0.268226087093353
,,,18550,0.285555511713028
,,,18600,0.292415797710419
,,,18650,0.276675939559937
,,,18700,0.300161629915237
,,,18750,0.293724983930588
,,,18800,0.273760735988617
,,,18850,0.296676605939865
,,,18900,0.314421981573105
,,,18950,0.305546194314957
,,,19000,0.29543474316597
,,,19050,0.311988234519958
,,,19100,0.301377654075623
,,,19150,0.296797573566437
,,,19200,0.289575576782227
,,,19250,0.275847643613815
,,,19300,0.313182473182678
,,,19350,0.312501162290573
,,,19400,0.320417433977127
,,,19450,0.323126584291458
,,,19500,0.316031724214554
,,,19550,0.300372898578644
,,,19600,0.287586957216263
,,,19650,0.306426107883453
,,,19700,0.313815265893936
,,,19750,0.316486597061157
,,,19800,0.307110726833343
,,,19850,0.298146158456802
,,,19900,0.328638881444931
,,,19950,0.312791854143143
,,,20000,0.332103818655014
