,epoch,train,validation
0,50,-1.4066849946975708,-1.4162137508392334
1,100,-0.9293056130409241,-0.9711605310440063
2,150,-0.74927818775177,-0.802047848701477
3,200,-0.6265161037445068,-0.6635053157806396
4,250,-0.5999963283538818,-0.6432040333747864
5,300,-0.4933836758136749,-0.5404296517372131
6,350,-0.5144180655479431,-0.5477856993675232
7,400,-0.5224857926368713,-0.5843467116355896
8,450,-0.5212452411651611,-0.5767967700958252
9,500,-0.5219789147377014,-0.5723907947540283
10,550,-338.47052001953125,-320.0027160644531
11,600,-453.9312438964844,-421.01190185546875
12,650,-2.8139820098876953,-2.7962276935577393
13,700,-1.7932239770889282,-1.7871817350387573
14,750,-0.9360294938087463,-0.9219539165496826
15,800,-0.6596152782440186,-0.6890107989311218
16,850,-0.5490537285804749,-0.6366413235664368
17,900,-0.7652357816696167,-0.7839043140411377
18,950,-0.578971266746521,-0.6253663897514343
19,1000,-0.6551255583763123,-0.7148430943489075
20,1050,-0.576946496963501,-0.6409667134284973
21,1100,-1.8522045612335205,-1.8665186166763306
22,1150,-0.5574983358383179,-0.6252562403678894
23,1200,-0.5258747339248657,-0.5753238201141357
24,1250,-0.5628595352172852,-0.6450901627540588
25,1300,-0.545629620552063,-0.6107216477394104
26,1350,-0.7882660627365112,-0.8009870648384094
27,1400,-0.5844879150390625,-0.6527348160743713
28,1450,-0.5011554956436157,-0.5736643671989441
29,1500,-0.5294023752212524,-0.6080706715583801
30,1550,-0.4961947798728943,-0.5405398011207581
31,1600,-0.5070892572402954,-0.5737394690513611
32,1650,-0.5271475911140442,-0.6123638153076172
33,1700,-0.5490708351135254,-0.5892394185066223
34,1750,-0.6160560846328735,-0.6931319832801819
35,1800,-0.5453029870986938,-0.6313639283180237
36,1850,-0.5219807028770447,-0.5963048338890076
37,1900,-0.5969796776771545,-0.6699427962303162
38,1950,-0.5163227915763855,-0.5931419134140015
39,2000,-0.5386890172958374,-0.6043320894241333
40,2050,-0.5154752731323242,-0.592387855052948
41,2100,-0.5700044631958008,-0.6518453359603882
42,2150,-0.6127021312713623,-0.6592873930931091
43,2200,-0.5407164692878723,-0.6229981184005737
44,2250,-0.5092383623123169,-0.5947869420051575
45,2300,-0.5074405074119568,-0.5746423602104187
46,2350,-0.5957772135734558,-0.6221113801002502
47,2400,-0.5158923864364624,-0.5876103043556213
48,2450,-0.49593406915664673,-0.5712602138519287
49,2500,-0.49882030487060547,-0.5557609796524048
50,2550,-0.5751910209655762,-0.6173917055130005
51,2600,-0.5432922840118408,-0.6161527037620544
52,2650,-0.47897401452064514,-0.5496389865875244
53,2700,-0.5036016702651978,-0.5798668265342712
54,2750,-0.5306789875030518,-0.5820328593254089
55,2800,-0.5325857996940613,-0.6046096086502075
56,2850,-1.9600303173065186,-1.981563687324524
57,2900,-0.5062312483787537,-0.573420524597168
58,2950,-1.1748634576797485,-1.1853901147842407
59,3000,-0.5131404995918274,-0.560444712638855
60,3050,-0.48884302377700806,-0.5612744092941284
61,3100,-0.5093833804130554,-0.5831695199012756
62,3150,-0.6174258589744568,-0.6833524703979492
63,3200,-0.5065289735794067,-0.58298659324646
64,3250,-0.629953145980835,-0.7027379274368286
65,3300,-0.48063433170318604,-0.5461099743843079
66,3350,-0.4941817820072174,-0.5486158132553101
67,3400,-0.5126901865005493,-0.5756545662879944
68,3450,-0.49278417229652405,-0.5610232949256897
69,3500,-0.46719542145729065,-0.5411891937255859
70,3550,-0.49231451749801636,-0.5764877796173096
71,3600,-0.451883465051651,-0.524917721748352
72,3650,-0.46607258915901184,-0.5395614504814148
73,3700,-0.463379830121994,-0.525612473487854
74,3750,-0.5199797749519348,-0.6011735200881958
75,3800,-0.6478970050811768,-0.7008202075958252
76,3850,-0.5062326788902283,-0.5751700401306152
77,3900,-0.45324546098709106,-0.507886528968811
78,3950,-0.39931145310401917,-0.43903428316116333
79,4000,-0.46475499868392944,-0.5277946591377258
