,PLExp,URef,IECturbc,YawBrMyn_[kN-m] ST_DEL
0,-0.136796020250767,16.4102763645351,9.54513628967106,3072.029670047887
1,0.705721935257315,7.44931906089187,33.4802121855319,4656.620832235075
2,0.50076193921268,4.31001184135675,101.125347381458,5334.005424808244
3,0.616037645284086,13.7176639921963,11.5702348295599,2042.02623301799
4,-0.224226451572031,9.30651494860649,21.9231753610075,3828.755385712539
5,0.214733046479523,7.39047588407993,26.991662196815,3143.529067251861
6,0.806664866115898,5.72580599784851,51.6686818096787,4404.772042503651
7,-0.278289419785142,5.53566185384989,9.35389255173504,649.9436365322454
8,1.31745537305251,6.50988719984889,12.9832349717617,2170.0771244246657
9,0.0665062859654426,9.50918051972985,7.589425239712,1465.6850946367977
10,0.13391136713326,7.82450867444277,14.8375462274998,2068.7687673201804
11,0.124468674417585,4.14543995261192,85.685400897637,4423.140073527922
12,0.0287049717269838,4.8415268547833,70.5305194482207,4375.925860558952
13,-0.0121103475801647,18.8064693622291,4.06048181466758,1496.7826958717585
14,0.542908053472638,5.20928099378943,27.8500735759735,1463.3657933389636
15,-0.0559030623175204,14.4126565344632,22.870125900954,6062.285160633166
16,0.835997681878507,9.1389029994607,16.2613643333316,1610.2483098750013
17,0.489088022802025,11.4411004967988,2.99209817312658,1127.6144822163028
18,-0.181407896801829,5.58091086894274,60.0693875458092,4579.671665777202
19,0.633409418910742,9.57355601340532,20.3445418272167,3394.4457335439424
20,0.313351388461888,4.77479308471084,13.4765148628503,1002.4919877925468
21,0.248167384136468,4.96367599442601,38.1760037038475,2184.773894517617
22,1.42530532879755,5.97222243994474,14.9530255235732,2310.231090584566
23,0.687227234710008,5.80267363786697,4.77001341059804,-842.1102543092029
24,1.36488570123911,6.22702689468861,45.9175634197891,4818.464456353513
25,1.25945062143728,7.02249921485782,27.7231596875936,3544.973350595161
26,-0.295661758910865,7.17312749102712,36.8807454127818,4301.4366032004455
27,-0.205731219798326,13.441482629627,11.9701537303627,2625.9063070078732
28,0.0761742936447263,8.24938622862101,18.8473449088633,2635.1309160897654
29,0.143543542735279,9.00617796555162,31.3746075611562,4964.082646122174
30,1.13481769440696,4.46265719458461,33.9573982637376,1635.9180989287822
31,1.77497755363584,4.02535993233323,64.5551708992571,3860.821829878122
32,0.152406748849899,4.91846065595746,23.6324235331267,1987.195426971767
33,-0.0484409486874938,5.6578047350049,31.9676354527473,2433.434345348896
34,0.586936986166984,5.29130706191063,57.033889554441,4554.528865510078
35,1.33595060482621,6.11604975163937,22.9608613997698,2614.82403338939
36,0.617713977303356,17.107623718679,18.6932149808854,5933.151201558229
37,1.16260625002906,6.58925763890147,41.093717655167,4169.199965686237
38,0.0604831018485129,20.7932147905231,17.2602390870452,7000.945063897473
39,1.8325579367578,4.8819692581892,77.5252944789827,4566.566670382605
40,0.220603503007442,4.06608560681343,113.797590974718,5339.677333085143
41,0.560279702860862,8.08665731549263,17.8718503564596,2078.264887659321
42,0.281376237608492,4.42224545031786,87.8501239232719,4896.471538216989
43,1.59527902211994,4.17743328586221,98.640209203586,5186.777784895399
44,-0.0330975880846381,15.2301788665354,16.4027662016451,4867.000951079929
45,0.362968015298247,6.79102299362421,25.9560872800648,2220.31929496262
46,0.100394672248513,22.0635152943432,9.67896245419979,4477.062009439238
47,0.656071352772415,12.5168909095228,14.0881410799921,2904.461823590929
48,0.167754564899951,15.3497484847903,3.01562589593232,1212.839376667197
49,-0.228673872537911,10.4485381916165,27.4619454983622,4526.951204691955
50,0.536365017201751,5.99469836428762,45.2676536981016,4573.564773312944
51,0.937374425493181,5.41441294923425,6.57349680550396,-75.5423949398346
52,1.13850293615833,5.00689928978682,12.8264618106186,974.2380809008423
53,0.883556579705327,9.18518744036555,19.7128026746213,2069.6652265754856
54,1.6528111493215,4.73134638369083,38.8076699338853,2904.6394460786523
55,0.423640009667724,18.1679765470326,2.75280796922743,1684.5406537058104
56,-0.0983543168753386,8.9545325897634,7.17149446718395,1245.9972763691876
57,1.18178950781003,4.03361104056239,88.44512575306,5140.227004274859
58,-0.165750487148762,9.71147777140141,15.0055621750653,2243.879321537037
59,0.347285460215062,19.2471898123622,10.0066596642137,3742.53927858572
60,0.334072401002049,6.8264682367444,40.5717669054866,4707.186722041091
61,0.273477301653475,6.62293443083763,11.0748790204525,1314.841270696977
62,0.439489937480539,6.3524104245007,21.212314395234,1752.668585270004
63,0.911771146766841,5.68423319235444,57.5922602321953,4939.361692632163
